id	filename	md5	size	state
5ae6a0f5-4613-450d-8be0-9a126f4eea1f	2dab1294-36b0-438c-8dda-b97e17f03eed.rna_seq.augmented_star_gene_counts.tsv	d2021e68409bec5adb100dd72a4a221b	4232193	released
253c806e-019c-4113-8b96-6cad516e225f	6ef57392-36ec-43e3-bef6-42e43f2f72cd.rna_seq.augmented_star_gene_counts.tsv	b0408b4664daea6f6ab24f5f3c7fca05	4228927	released
586ef291-7051-40be-80a1-8049e5433202	ae3a62aa-c484-4ab2-999d-911179fbfd4d.rna_seq.augmented_star_gene_counts.tsv	0b408ba16870e7e6982e5efb6b19d1e7	4237885	released
3f8a842f-7050-4119-9d01-84dc0434cc0d	a32c1e22-0523-41c9-86e5-ee3416aa53c9.rna_seq.augmented_star_gene_counts.tsv	9ab80e64f2b1172e3fd0773206fb2d33	4231841	released
2a037b6b-c2dc-4d7b-974c-77054355733f	3954717e-89b3-4dd0-997e-9fdde4dd4a40.rna_seq.augmented_star_gene_counts.tsv	ffb01267863462d790105ddd62b388c5	4230888	released
f0599560-eb57-4d05-b9be-09d70aa1baa5	2ffed52e-068e-461e-acc1-a0db838af1e7.rna_seq.augmented_star_gene_counts.tsv	3c41881038fc9cb3a83caea6e74ab0e8	4234758	released
16868c31-baad-4796-a5ca-c65c902580af	edac7609-df82-4451-9ef3-ec30791fb45d.rna_seq.augmented_star_gene_counts.tsv	406fcc888a46d8809b8798ccc3cb31d5	4247991	released
b9719e93-b44f-4eb3-8fe9-14914e643d57	b1840b93-f4c6-4308-bcc4-63da00cd7e8b.rna_seq.augmented_star_gene_counts.tsv	21c293ac9aab9198213b4256e315ce66	4244652	released
90cf1bc5-1f8a-47b9-af32-12738b749817	5f69a28f-f424-4985-ae34-42a53d4803cc.rna_seq.augmented_star_gene_counts.tsv	914bf6b81d0fada27974909ab9507d9e	4213356	released
ca1ed3c2-6a69-4256-bc23-958599a70d45	3b944567-4d12-4cac-839f-31643a23b9fc.rna_seq.augmented_star_gene_counts.tsv	4fc63936ee64618e02f8432fbf0f9f74	4238923	released
000b6b94-572d-4d06-a8f4-2e43829f83d4	e74f321c-217f-4bdc-ad17-f132501b5157.rna_seq.augmented_star_gene_counts.tsv	d83b0cf538490cded6fc6de3b8e3ac31	4249732	released
ae6c036e-8e10-498c-90dd-7eba6a20e7a1	efe530d5-b143-468b-a386-bbe052b12213.rna_seq.augmented_star_gene_counts.tsv	130d03df71ead4f2823440faf42edddd	4230263	released
72913c01-0d2a-4a08-b04c-b2149ca6ad37	5e00d446-846f-4be1-a799-fcfe1ba82c46.rna_seq.augmented_star_gene_counts.tsv	6814b9afd476f069a042e4fe92795e0f	4239825	released
cac5bca1-92c4-4f80-85eb-c6df5741a263	90dfdb4c-21ab-4a5b-908a-c7b7419d424e.rna_seq.augmented_star_gene_counts.tsv	28b8e7509423c4c45f047fdb9b4eb116	4247945	released
208d9341-7ba6-4167-8c2a-90ae6513e36f	9d56219d-4349-4331-9b32-f80230dc85c6.rna_seq.augmented_star_gene_counts.tsv	de61c83cad699745c40156a325c0510c	4236253	released
ce53fd27-c9f6-4e0f-87ad-4a596e5a2cd8	e6e2d0cb-325f-4e90-bcd0-c6fad9f64fe7.rna_seq.augmented_star_gene_counts.tsv	48598a464ea5f95d1a63217690868b52	4249097	released
a51aca71-6bfd-4c02-86e2-cb8a1da7595d	0aca55d1-4133-487c-937b-c3e5462199c0.rna_seq.augmented_star_gene_counts.tsv	591f0d5710e4bdbfa11caef08a6277b9	4259097	released
839a4656-f2ce-4460-858a-8e6b314695ef	b36c0e8b-a9b1-46ac-8946-88e64a28ff5a.rna_seq.augmented_star_gene_counts.tsv	42168a3d98f06934f090e53cceabb6bc	4251455	released
c2515ef2-5cfc-4cc2-9541-ae072616d361	f8ff90c6-3554-4e19-ae56-18f30f51f9b5.rna_seq.augmented_star_gene_counts.tsv	d61084c7ec83790624ec22b272b5b8e7	4242493	released
885098b3-2e01-4039-ad15-f3dda5c29dc6	784a9c63-9b40-4f6c-8147-93d0ed523867.rna_seq.augmented_star_gene_counts.tsv	9c61aa012ed85d39e6491af55f3609e0	4248195	released
f7a47166-9593-4a37-b95a-2de86b6d65c9	511ced4c-a861-4f26-9e29-afcf8d603fab.rna_seq.augmented_star_gene_counts.tsv	636a9e1cad4cae6dbe079aeeb9e33803	4248469	released
c6ec90b5-d323-4a55-b48a-c3acf38557ba	92e64d91-88d8-4b1f-ab56-b593748b9f19.rna_seq.augmented_star_gene_counts.tsv	0a4467b5482c0efa4c43c324840fcaa5	4245766	released
db5aadbb-3042-4c20-8235-ccd19634d9d3	9692b4cc-6c7f-4f88-8854-769568f088ae.rna_seq.augmented_star_gene_counts.tsv	338c75953ff66fd1d244674f4bd99518	4231203	released
b54476c3-f6f1-4474-b447-72023ba97687	65c868ba-94ed-43f2-bfd1-814979ee9486.rna_seq.augmented_star_gene_counts.tsv	2a59a4e48f556d4c21a91e7c09e8672c	4249903	released
aabb4a65-aff2-4f78-a969-bacbe5b80856	56cb5294-9156-4930-a3ab-c2607a79b65e.rna_seq.augmented_star_gene_counts.tsv	06cb0c26f54d878a3be29eb95c4df958	4240916	released
fe7dfda5-6846-4238-9ccc-472978eb78a1	8a27980e-a506-4cb3-91f2-3f0e5a19acfe.rna_seq.augmented_star_gene_counts.tsv	5ab2e6521e4cfa4a63dec5b21bc66ff4	4249051	released
5c0579f7-6184-4afa-805c-7aeec4a4c5d2	7c9a2493-5667-48ec-8998-81e13722b4ab.rna_seq.augmented_star_gene_counts.tsv	43eac32229024e930858844f116decf2	4225986	released
67d73608-5dfb-41c1-85d3-52f1eba7daa2	c33e4a5e-f54e-48e0-bcbf-4e019e63a352.rna_seq.augmented_star_gene_counts.tsv	60e003b349f65f3ab2fcfd4ab33520d2	4236158	released
b0cc3c29-89fe-4010-8f56-137f2b897bce	f7c6320e-0c39-4b92-9a25-fd4e03b70362.rna_seq.augmented_star_gene_counts.tsv	016eb5a5728bc9be533195ba3169c38f	4251892	released
acfa0ea5-3345-4734-9917-d3acc10d1a15	9d515fd5-009a-4c32-95e7-042909d70b9f.rna_seq.augmented_star_gene_counts.tsv	b58e84564ba4fb9cc94b556b75652ade	4245085	released
cd47d9e9-8072-4681-93ac-6c1420f6624c	754df69c-2fab-4037-8673-fd3be673fc09.rna_seq.augmented_star_gene_counts.tsv	d25350fe22bd4d94294b62b55058c5e8	4233604	released
