Gene,CNT38,CNT48,CNT56,IPD12,IPD13,IPD28
43160,11.02714,9.911763576,9.606353333,14.14776833,8.414037667,9.914836667
43161,2.044087,2.053296006,2.4004446,2.1633486,1.6856836,2.039735318
43162,0.594334,1.33429,0.671813,2.64266,1.06233,1.25001
43163,0,0.137931,0.0982091,0.0314363,0.0776485,0.345504
43164,18.5422,16.7146,13.7979,24.6587,17.4975,18.8049
43165,33.028459,21.81885267,25.37330767,39.33040367,23.02662933,26.41408333
43166,7.4427585,6.740467507,6.8334775,11.62984249,8.57439875,8.54456
43167,1.944763459,1.84454898,1.787402133,2.766998333,1.541253349,2.392576
43168,11.2364,11.53,10.187,12.7158,8.24164,11.7214
43169,0,0.012239975,0.009130075,0,0,0
43170,0.230862,0.354511,0.220364,2.91321,0.243922,0.596944
43344,0.891847,0.823496,0.972092,0.442402,0.974685,1.45868
43345,5.590474286,6.571819022,5.20635276,8.42825872,6.865171037,8.152407375
43346,13.76272,13.788595,10.4936,15.117435,13.1164,24.12905
43347,0.241103889,0.131473889,0.564919111,0.110571556,0.211147556,0.292098222
43348,6.620795,4.82521,5.4965575,4.560905,2.422134,4.783039
43349,4.7298275,7.1940075,3.738961,9.1080675,7.6652105,6.22697
43350,10.085998,12.73438733,9.109363333,19.33145033,14.268153,12.646961
43351,5.018416833,4.094864,5.745547,5.55711951,3.953876167,6.451741667
43352,11.74411773,13.64452719,9.896503911,10.90952818,11.56283896,10.94785819
43353,1.495291369,1.404944978,1.149430432,2.244462656,1.771369693,1.767863165
43354,21.966505,28.322715,18.49225,28.748895,25.491147,30.16192
43355,0,0.0694785,0.0259127,0.058062,0.02048775,0.0319067
43357,1.30701,1.78498,0.998168,1.81185,0.960928,1.45614
43435,0,0,0,0,0,0
A1BG,3.39498,2.66351,3.75832,2.56583,2.29497,4.8989
A1CF,0.026270724,0.012650044,0.021788754,0.019517691,0.012056631,0.021449295
A2M,6.70E-06,0.481772,0.02672355,0.1869315,0.74479,0.01645255
A2ML1,0.0623405,0.03040865,0.0509385,0.02811165,0.0332727,0
A2MP1,0,0,0,0.0693448,0,0
A3GALT2,0.0797578,0.068042,0,0.255877,0.0601927,0
A4GALT,0.79939,0.793305695,0.295873207,1.01187528,0.233930691,0.076697553
A4GNT,0,0.0346022,0,0,0,0
AAAS,29.859445,29.907035,24.565545,37.37959,25.826705,24.4179435
AACS,4.06723,4.337343333,2.95194,5.609603333,4.456943333,7.073286667
AADAC,0,0,0,0,0,0
AADACL2,0,0,0,0,0,0
AADACL3,0.0258439,0.01469845,0.0328917,0,0,0
AADACL4,0,0,0,0,0,0
AADAT,7.120179,6.2883725,5.1220575,7.5040285,5.79119575,4.647075
AAED1,4.17882,3.9971,2.90094,5.75526,3.87048,5.5068
AAGAB,5.561883,5.822706667,4.71986,8.31608,6.844242,7.1088
AAK1,1.90624,2.06098,2.14601,2.36528,1.77167,2.81482
AAMDC,1.959408714,1.783254143,1.841315714,1.877255714,3.056328714,2.8278
AAMP,23.619115,23.61049,17.558775,27.4895,25.598825,25.493775
AANAT,0.016676333,0.031985867,0.054418333,0.071203667,0.023127833,0.043787
AAR2,11.59347,9.775415,6.315301,13.3519,10.84107,10.01595
AARD,1.42388,2.07534,0.981392,0.82389,0.579978,0.498434
AARS,104.098,60.3728,77.5836,122.391,92.6665,77.0569
AARS2,31.6643,19.2463,21.8522,26.0447,19.7561,20.0545
AARSD1,27.0114,32.0765,27.8093,33.878,27.6527,26.7128
AASDH,0.48849215,0.517266902,0.6260245,0.710480844,0.490372943,0.632930124
AASDHPPT,25.027,26.9157,17.64,38.9961,30.5869,27.9647
AASS,93.1001,66.0764,83.3057,110.483,67.1289,70.648
AATF,42.0473,42.917,28.7928,53.8324,49.3978,38.676
AATK,1.0093035,0.746945,1.0722415,0.9175085,0.6216705,1.328408
ABAT,4.524818333,8.603843333,3.281564333,10.84843933,5.023469,8.920394667
ABCA1,15.9465,5.86703,12.8474,10.2846,7.71259,11.8507
ABCA10,0.355929,0.200606,0.194084,0.196927,0.199164,0.131832
ABCA12,0.044177667,0.017924533,0.008877665,0.033703257,0.0297314,0.040992047
ABCA13,0.167181,0.123098,0.248698,0.120303,0.282718,0.242504
ABCA2,12.46364634,5.662852805,9.47804085,8.88984537,6.368050785,7.700757
ABCA3,13.8206,9.8653,13.9503,25.6235,17.1256,19.9546
ABCA4,0.017446,0.00744165,0,0.0373131,0.0592486,0
ABCA5,2.487895,2.404315,3.141415,5.342965,2.42167,1.975066
ABCA6,0,0,0,0.0130803,0,0
ABCA7,4.10798,3.44842,3.23027,3.97083,2.00772,2.22076
ABCA8,0.420408667,0.033792667,0.014331867,0.030936133,0.065025467,0.059456
ABCA9,0.296213,2.03721,0.368092,0.696353,0.206361,0.106256
ABCB1,28.4250925,6.153663,6.06884675,45.3169325,17.78711275,0.55924325
ABCB10,16.6979,11.1103,10.7997,23.8148,15.6974,10.4254
ABCB11,0.0863694,0.113644,0.0822355,0.0307767,0.0611775,0.0948998
ABCB4,5.94329,2.000199667,1.312110249,8.2417708,3.154839,0.143076333
ABCB5,0.26015225,0.1574225,0.32055775,0.1843125,0.140776,0.1480953
ABCB6,10.12735,12.18231,22.428705,9.50668,16.97415,14.681865
ABCB7,5.9271,3.966976868,4.298628258,7.999896001,5.097142024,4.107558
ABCB8,2.8559575,2.1515215,2.30368475,3.4431975,1.9907595,2.0640885
ABCB9,0.92371749,0.8447408,0.837961,0.772147648,0.7823216,1.2043836
ABCC1,50.911,23.6678,33.6477,45.0353,29.0749,24.3002
ABCC10,4.3142,2.779794,2.622338,3.9380175,2.190594,2.5649835
ABCC11,0.009768567,0.004166833,0.0046622,0.005223233,0.011058433,0.0172219
ABCC12,0,0,0,0.0134207,0,0.0147501
ABCC2,0.273205,2.67528,0.589595,0.36838,0.475125,0.279222
ABCC3,0.00627875,0,0,0,0,0
ABCC4,9.946152807,6.573519718,7.786518625,10.88435442,7.23664123,8.430284753
ABCC5,9.539916,5.478618,8.86675,9.367791075,5.7749275,5.7922
ABCC6,0.519256,0.0701655,0.2904305,0.965387,0.748597,0.2726685
ABCC8,0.226689766,0.2970478,0.208944234,0.308187326,0.02543368,0.1491356
ABCC9,1.38086,1.273705,1.90196625,2.36162,1.186745,1.63532
ABCD1,1.60884,6.6621,0.845489,4.00157,2.16916,0.807356
ABCD2,0.339456,0.103426,0.254588,0.311153,0.439175,0.199486
ABCD3,13.114215,10.9332,9.82735,17.62708,14.783125,14.584
ABCD4,0.054852153,0.4566056,1.028136073,0.636505,1.724107667,0.279445689
ABCE1,26.500785,20.532885,18.62776,28.51718,23.384915,21.105035
ABCF1,25.79395,25.02095412,20.7697,33.53205,26.78185,26.1499
ABCF2,13.8063,11.39755,12.05167,19.8295,16.40615,15.0682
ABCF3,5.286366667,6.126032333,3.82048,6.456426667,5.586066674,6.481570333
ABCG1,1.908749667,3.197021,0.431317667,2.285246667,0.701758333,0.6466655
ABCG2,0.098669,0,0.153859333,0,0.0280767,0
ABCG4,0.067346667,0.0208924,0.1345745,0.058925667,0.032343933,0.366988667
ABCG5,0.0247822,0.0444919,0.0236553,0.113294,0.037406,0.0291272
ABCG8,0,0.00842134,0,0,0.0110842,0.00566935
ABHD1,0.206636,0,0.04931,0.110487,0,0.121432
ABHD10,8.996987,6.494398333,6.7463,9.543699333,7.597455,8.292733333
ABHD11,0.944103688,1.22547525,0.77644325,1.526353756,1.34397625,0.732929672
ABHD12,21.4347,23.78255,23.1855,28.5996,21.862915,30.3535
ABHD12B,0.284867667,0.257318667,0.328518667,0.232956333,0.202341667,0.224954
ABHD13,12.5371,9.13185,10.4974,17.9284,9.97811,11.2022
ABHD14A,33.636,36.4896,26.3893,50.0882,27.5147,26.8002
ABHD14A-ACY1,3.3143,1.53366,1.27268,4.08761,1.7821,2.90397
ABHD14B,1.342907667,0.837296667,1.278025667,1.203153,0.818189807,0.967832
ABHD15,3.54355,4.3928,4.35848,3.61474,3.76561,2.8768
ABHD16A,16.3823555,16.24759992,14.5426265,23.530905,14.51808825,15.8139855
ABHD16B,4.16401,1.89689,3.04853,2.93982,1.86112,4.32389
ABHD17A,17.717028,23.110152,12.692275,15.712902,15.71895,22.88231
ABHD17B,7.79423,7.5478,6.486515,10.968964,8.942075,11.814425
ABHD17C,9.89359,10.488,9.02462,8.95242,10.5593,14.5525
ABHD18,0.834544356,1.07202625,0.934735,1.07453,0.931548157,0.49155
ABHD2,9.4943,5.952,5.776,11.7144,6.9516,6.032047
ABHD3,12.80168667,8.383753333,13.30646667,10.45850333,9.925926667,14.94908333
ABHD4,3.96247,4.68595,3.078,5.99085,5.38281,4.62507
ABHD5,1.78353,2.45366,1.82588,3.12727,2.0255,2.89649
ABHD6,3.00395,4.61161,4.46838,3.673875,4.319295,8.617915
ABHD8,5.23384,6.15374,3.87499,6.96041,2.78522,6.19091
ABI1,0.635774696,0.636484429,0.585330517,0.942682714,0.713477214,0.694270929
ABI2,8.5754624,7.4825824,7.0966966,10.8169096,7.765452,8.3485446
ABI3,0,0,0,0.035839445,0,0
ABI3BP,0.0292433,0.0124738,0.00177998,0.0938175,0.0110348,0.0171852
ABL1,12.015,12.31793,7.898285,15.7346,11.51775,14.47325
ABL2,0.8418995,0.627410796,0.801962651,1.27210225,0.760619762,0.930504788
ABLIM1,0.604634454,0.65723866,0.347974581,0.793478442,0.505546428,0.306753711
ABLIM2,0.043061168,0.16371725,0.040814838,0.1015197,0.048781,0.114427
ABLIM3,0,1.80E-08,0.019379859,1.21E-08,0.0495835,0.064376317
ABO,0,0,0,0,0,0
ABR,3.673490308,3.565092429,2.505997489,4.426192592,3.655953727,3.71332184
ABRA,0.0997662,0.0432459,0.0951305,0.0791596,0.114232,0.0586873
ABRACL,45.9887,53.5482,34.2084,68.8961,59.878,37.3736
ABRAXAS1,10.28479,6.712685,9.5134775,13.485325,9.771815,8.6981225
ABRAXAS2,10.0448,8.87669,7.7392,13.7283,9.34842,8.41764
ABT1,12.898,16.4397,9.18243,15.7915,14.3582,15.4834
ABTB1,0.206870333,0.093432,0.113799667,0.293235667,0.091837333,0.085814
ABTB2,1.00831,2.46741,0.772502,2.27006,1.11141,2.19866
AC002116.2,1.92508,0.990302,2.17861,0,1.00617,2.80304
AC004593.3,0.96649,0.667531,0.499655,1.83095,0.724236,0
AC006453.2,2.98343,1.37657805,2.369375,4.13659,0.4743295,5.3154
AC007405.3,1.2406785,1.088885,0.70747,1.795215,0.9535365,0.7006325
AC007952.1,0.379119,0.322019,0.308334,0.401682,0.228644,0.335135
AC008750.2,0.581311,0.0959015,0.660509,0.31538,0.46568,0.627696
AC009227.1,1.56242,0.846362,1.56889,1.02411,0.922491,0.751448
AC010255.3,0,0,0,0,0,0
AC011491.1,0,0,0,0.247252,0,0
AC011525.2,0,0,0,0,0,0
AC011676.2,0.185383,0.316303,0.176953,0,0,0
AC012236.1,0.393201,0.46962,0.900771,0.672777,0.178048,0.369711
AC012476.1,0,0.479637,0.525678,1.04766,0,1.33218
AC018554.3,0.23158,0.226841,0.094993,0.212589,0.299609,0.541611
AC020928.2,3.75344,2.32874,2.97709,2.84161,2.41663,2.09148
AC021218.1,0,0,0,0,0,0
AC022173.1,0,0,0,0,0,0
AC027097.1,2.67096,2.46946,2.32726,2.84405,2.12341,2.94101
AC027559.1,1.273029333,1.541415333,1.799516667,2.310114,0.636236667,1.044983333
AC079061.1,0.0218445,0,0,0.0233603,0,0
AC079325.2,0,0,0,0,0,0
AC079610.1,2.95999,2.8688,3.49344,3.32919,1.94349,2.9704
AC087379.2,0,0,0,0.29737,0,0
AC090673.1,0.398174667,0.362308,0.462814333,0.325472533,0.348552,0.448714333
AC091390.4,4.22403,4.73888,6.9821,6.57709,2.27181,5.09903
AC092118.1,0,0,0,0,0,0
AC092384.1,0.0469449,0,0,0,0,0
AC093249.6,8.716125,2.711055,3.18991,5.250745,5.047545,5.63765
AC093512.2,0.000782132,0.000491315,0.0787832,0.0107191,0.208107,0.593907
AC095032.1,0.0946818,0,0.0451882,0.151878,0,0.166923
AC097381.1,0.0658324,0,0.233566,0,0,0
AC099062.1,0.317701,0.275995,1.01389,0.728137,0.41606,0.713558
AC104971.1,0.234456,0.192941,0.272003,0.6014,0.401878,0.239116
AC106017.2,0.379119,0.322019,0.308334,0.401682,0.228644,0.335135
AC110285.1,0.509689,0.600512,1.06308,0.566374,0.531947,1.04741
AC113208.2,0,0.111814,0,0,0,0
AC118549.1,4.2637035,3.9804,3.358125,6.26202,4.513525,5.1068775
AC125421.1,0,0,0,0,0,0
AC129507.1,0,0,0.038613875,0,0,0
AC137932.2,0.103405,0.0441076,0.0987026,0,0.117058,0
AC138969.1,34.9999,33.5825,40.471,24.2304,22.1651,24.9198
AC139749.1,0.513368,0.10949,0.122506,0.137378,0.193872,0.226266
AC235097.1,0,0,0,0,0,0
ACAA1,5.366456667,6.173453333,6.546491,6.483976667,4.749563333,6.617621
ACAA2,35.5219,42.3756,29.1478,63.1545,42.1626,38.4753
ACACA,19.176062,11.70547406,13.691736,17.184948,13.572314,13.1255262
ACACB,2.09547,1.80757,1.96176,3.06174,1.67872,1.83627
ACAD10,5.528755,3.864355,4.948485,6.023415,3.639975,4.367725
ACAD11,8.05595,2.30904775,6.8532925,4.3478825,4.9929925,7.9894645
ACAD8,15.9871,13.5037,17.5265,21.2268,14.4546,12.3159
ACAD9,9.00007,7.83108,7.8365,11.20786,9.34349,8.59354
ACADL,0,0.0235215,0.184224,0.0294847,0.020808,0
ACADM,4.0330566,4.459862,2.9144206,7.308116,5.145651,4.942332
ACADS,1.81887,1.0720995,2.171725,2.1410665,1.41387,2.28741
ACADSB,3.014395,2.519275,3.676305,3.95193,3.00292,3.288815
ACADVL,15.911875,14.322266,15.0779975,17.74778,12.9947875,12.0626225
ACAN,0.1149715,0.0337161,0.01420915,0.323983,0.03932045,0
ACAP1,0.491893,0.373011,0.365186,0.292237,0.185614,0.289067
ACAP2,9.89675,8.49265,8.89994,12.7112,11.5572,11.318
ACAP3,31.728,28.0577,35.691,29.7355,17.6402,39.73
ACAT1,23.1128,20.5568,18.1502,30.1508,29.0471,18.4954
ACAT2,46.261765,32.665015,38.66962,52.278435,52.22698,40.896095
ACBD3,9.63776,10.5997,7.34345,13.4064,11.0303,11.6672
ACBD4,0.510093533,0.379884667,0.58872945,0.444341,0.343517647,0.587282617
ACBD5,0.350984792,0.399796592,0.322402308,0.281329497,0.507130171,0.43545676
ACBD6,18.276325,14.5954,13.099275,14.86423,15.17886,16.46075
ACBD7,7.56217,6.39557,8.59233,8.95405,8.51335,8.73632
ACCS,0.01604275,0,0,0.017156,0,0
ACCSL,0,0,0,0,0,0
ACD,4.634466667,6.072223333,4.359745667,4.7137,4.4554,4.954266667
ACE,0.014230633,0.012140267,0.040750633,0.01459729,0.0053699,0.050177
ACE2,0.0947399,0.161647,0.108518,0.243154,0.142999,0.11135
ACER1,0,0,0,0,0,0
ACER2,12.522,4.87597,11.4546,8.92728,7.91102,7.0521
ACER3,2.742032758,1.967438286,2.0201675,3.253321993,2.148364502,2.600363225
ACHE,0.44135569,0.331782014,0.67945875,0.254851,0.366908,0.508022527
ACIN1,20.633486,20.881638,21.25781,22.28824062,16.48734604,21.29984288
ACKR1,0.386487,0.2657145,0.419219,0.638745,0.2386465,0.2684195
ACKR2,0.478736,0.384464,0.713455,0.608112,0.231079,0.392393
ACKR3,21.6681,12.2476,49.1417,22.9218,13.2284,60.7837
ACKR4,0.081982,0.075631,0.1365365,0.073059,0.1226615,0.215502
ACLY,24.595325,23.580375,17.3831,25.437825,23.788875,25.03945
ACMSD,0.0617945,0.05129445,0.0294922,0.139745,0,0.03631425
ACO1,8.1411,6.17375,6.91665,9.61095,8.611,9.985453
ACO2,82.2827,63.0147,56.7618,87.6405,68.3777,62.6667
ACOD1,0,0,0,0,0,0
ACOT1,0.805726,3.90959,0.705958,2.8439,0.34876,0
ACOT11,0.123756396,0.1599195,0.1737675,0.3443445,0.130688,0.0205424
ACOT12,0.0709569,0.0605339,0,0.189702,0,0
ACOT13,3.3700395,2.6088385,2.990375,4.256972,3.8906555,3.439415
ACOT2,2.508587,6.877246,1.1132995,5.410196,1.5431665,0.6673635
ACOT4,0,0.266945,0,0.0478032,0.0337358,0.105077
ACOT6,0.16353,0,0,0.174877,0,0
ACOT7,16.03945017,10.35890019,11.58709001,14.51745007,14.4281765,17.46327617
ACOT8,9.53501,8.04409,7.41696,9.48063,7.87364,8.7862
ACOT9,5.139291,6.88678,6.28155,6.3945,2.487582,4.17272
ACOX1,0.85655,1.26938,0.880499,1.598316667,0.845586667,0.844526333
ACOX2,0.119927,0.179044,0.0286185,0.160311,0.38466,0
ACOX3,2.73022,3.2793,2.792405,3.447255,3.25701,3.932675
ACOXL,0,0.024795,0,0,0.0658039,0
ACP1,24.563875,25.87996,20.1947125,31.7240975,25.0168875,26.9069825
ACP2,9.077900667,11.12056667,6.754628667,11.92263333,8.186189,8.3354575
ACP4,0.506004,0.431676,0.536662,0.480993,0.254585,0.52864
ACP5,0.0402822,0.0773214,0.0288378,0.0215388,0.0532012,0.059181
ACP6,1.522464102,1.031452709,1.145790652,1.497498,1.019586679,0.561788
ACP7,1.22374,1.01566,1.38462,0.718818,0.511062,0.63531
ACPP,0.087397333,0.082558667,0.103134667,0.085002333,0.059674333,0.037186333
ACR,0.551183,0.329153,0.105224,0.353658,0.16639,0.194346
ACRBP,0.339397,0.289542,0.287968,0.766224,0.19922,0.310257
ACRV1,0.32490825,0.1971885,0.1527445,0.253908575,0.37775,0.279060425
ACSBG1,0.386246475,0.077531089,0.151146,0.085039449,0.102880775,0.066759256
ACSBG2,0.086536667,0.064677433,0.130423667,0.107153333,0.0893698,0.091002667
ACSF2,1.499608643,1.685070071,2.111711437,3.247151429,1.898136857,3.809244286
ACSF3,0.558598183,0.506776673,0.408201483,0.664904825,0.374314578,0.3662421
ACSL1,0.510461293,0.733036056,0.2844668,1.3488686,0.597468,0.933175264
ACSL3,22.62402002,13.84535225,15.12262755,24.1033325,14.601385,15.12632751
ACSL4,6.5152975,4.6736225,6.6984525,13.62386,9.0475025,6.8739475
ACSL5,0.069401333,0.041444667,0.052996333,0.074217333,0.041901333,0.048941667
ACSL6,0.258510235,0.225553235,0.414425667,0.339895,0.073807967,0.363657055
ACSM1,0,0,0,0,0,0
ACSM2A,0.013340367,0,0.012733767,0,0.005033933,0.007839633
ACSM2B,0,0,0,0,0,0
ACSM3,0.0701505,0.0650135,0.089281,0.150037,0.141331,0.1403705
ACSM4,0,0.0352507,0.0394414,0.0441876,0.0311842,0.0485648
ACSM5,0,0,0,0,0,0
ACSM6,0,0,0,0,0,0
ACSS1,1.34416,3.744081,2.04492,2.653725,2.395275072,0.7764975
ACSS2,3.741366667,1.951238334,3.390831767,2.980657532,3.192123333,4.052966667
ACSS3,1.43595,3.72554,0.123851,2.63174,1.43451,0.0218131
ACTA1,0.199636,0.509666,0.380124,0.266139,0.375579,0.17552
ACTA2,6.93216,2.164194667,6.586133333,5.080173333,7.049533333,10.79369
ACTB,1423.59,1670.71,1115.71,1660.34,1693.67,1969.37
ACTBL2,0,0,0,0,0,0
ACTC1,0.0358512,0.0153284,0.0684399,0.0383389,0.0946959,0.210677
ACTG1,577.40226,799.0613459,512.631,755.715724,680.146056,808.8081733
ACTG2,0.3890705,0.02765995,0.371379,0.970825,0.611725,0.03810705
ACTL10,0.277605,0.207224,0.132491,0.222652,0.0523768,0.0815692
ACTL6A,18.20984133,16.7645,14.56444667,24.98646667,23.14063333,20.030435
ACTL6B,0.361714,0.348615,0.207159539,0.232088517,0.291182066,0.935290172
ACTL7A,0.0482662,0,0,0,0,0
ACTL7B,0,0,0,0,0,0
ACTL8,0.0383432,0.0327109,0.0365997,0.246023,0.231499,0.0901315
ACTL9,0,0,0,0,0,0
ACTN1,27.20917033,21.04876167,15.65031402,29.70223067,23.61319867,17.6045
ACTN2,0.235610667,0.041420667,0.166714667,0.207687333,0.0666266,0.057065333
ACTN3,0.01147445,0.00979135,0.0109527,0.00613535,0.01298955,0.02556585
ACTN4,53.2866,39.80235,33.44815,57.8643,45.7622,46.05095
ACTR10,14.2651,14.8967,8.70099,19.8835,16.8145,17.0869
ACTR1A,46.287,48.6489,41.5376,62.6437,57.5126,55.5164
ACTR1B,27.3479,22.5443,29.5067,27.5369,23.77,31.4926
ACTR2,35.18101,40.53935,25.7839,58.817,46.4667,46.6826
ACTR3,8.700757333,9.655170333,6.800766667,13.36721867,10.88636133,11.340562
ACTR3B,2.6861025,2.508357,3.0500485,5.2944,7.2222255,4.252565
ACTR3C,0,0,0,0,0,0
ACTR5,8.91384,7.75288,9.35408,9.82843,7.33309,8.71972
ACTR6,3.911283333,5.676232667,4.82922,7.142073333,5.928048667,4.976866667
ACTR8,12.383,9.63579,8.64705,15.0392,11.2889,14.6185
ACTRT1,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0
ACTRT3,0.0704709,0.270537,0,0.0376805,0.106368,0.124239
ACVR1,0.865009286,1.356416,0.709012857,0.741532429,0.659271143,0.897602933
ACVR1B,17.42970057,12.26560351,13.65263667,17.39582867,11.49816667,15.78444221
ACVR1C,0.0349665,0.008072425,0.02167705,0.081444229,0.030555751,0.011121375
ACVR2A,3.811456,4.042753333,4.111335,6.336826667,3.356025667,7.990293333
ACVR2B,31.3703,20.155,22.1479,35.2402,22.7433,29.8506
ACVRL1,0.079991,0.07796,0.0764815,0.0599235,0.0868355,0.056335
ACY1,1.0442574,0.986144,0.63371266,0.622348,1.086744,0.506102226
ACY3,0,0,0,0,0,0
ACYP1,6.1430575,5.47649375,6.72444325,6.34998775,6.105535,7.33244
ACYP2,0.464323359,0.464368167,0.385191167,0.834349333,0.642784833,0.659840501
ADA,3.98668625,1.361865,4.641365,1.101406503,1.57841,4.9010425
ADA2,1.360721667,0.166412,0.870798333,0.884006667,1.091086667,0.47228
ADAD1,0,0,0,0,0,0
ADAD2,0,0,0,0,0.01287705,0
ADAL,1.02931643,0.765264003,0.722551429,1.331969571,0.712149657,0.724987571
ADAM10,47.6784,31.590685,32.810585,58.900685,38.170505,36.721085
ADAM11,3.7588795,1.483240005,5.086045,1.2424605,2.211855,3.278895
ADAM12,0.4428316,2.316352726,0.83798662,0.3513542,1.504309558,0.60268474
ADAM15,5.296192833,2.965125837,4.595558728,4.123748241,2.561854417,3.600152533
ADAM17,54.4712,37.3737,46.8552,71.5678,43.8449,41.875
ADAM18,0,0,0,0,0,0
ADAM19,10.7195,6.5254,9.02791,7.3807,9.58925,15.4495
ADAM2,0,0,0,0,0,0
ADAM20,0.0728551,0.0207178,0,0.0779106,0.0366555,0.0570856
ADAM21,0.204328,0.0653676,0.195037,0.100334,0.0771024,0.030019
ADAM22,1.245068797,0.823832929,1.027825829,1.42793,0.83238,0.747677576
ADAM23,16.6887,10.614,13.4442,18.6423,11.1677,16.4341
ADAM28,0.03855003,0.017212802,0.033222004,0.01960932,0.01798619,0.025835862
ADAM29,0,0,0,0.003492929,0.002465029,0
ADAM30,0,0,0,0,0,0
ADAM32,0.09720355,0.0253073,0.0475397,0.0793085,0.06267375,0.01743295
ADAM33,0.065187333,0.1134723,0.061658933,0.063894667,0.028676467,0.068777333
ADAM3A,0.006802425,0,0.00649315,0.0072705,0,0
ADAM6,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0
ADAM8,0.249547,0.258921,0.218624633,0.419847068,0.16696267,0.531096333
ADAM9,12.50212225,6.5643665,7.973443778,13.28137586,9.797711,6.924429
ADAMDEC1,0.010392667,0,0,0,0,0
ADAMTS1,39.2422,24.2377,23.905,34.1634,20.6369,13.8351
ADAMTS10,1.290615,0.248912,1.4822155,2.6585615,1.059607,1.4552385
ADAMTS12,15.2894,14.105,12.5816,21.08,18.019,6.00558
ADAMTS13,0.62149525,0.5712426,0.701479905,0.767761828,0.422650604,0.4059595
ADAMTS14,0.06976745,0.10911615,0.16648485,0.0621855,0.1798941,0.027332725
ADAMTS15,3.32091,4.42429,2.95279,2.37162,1.22738,3.68928
ADAMTS16,0.429546,0.401927,0.449801,0.865695,0.275905,0.168806
ADAMTS17,0.349572,0.395497,0.121507,0.638448,0.195571,0.278131
ADAMTS18,0.392437,1.47400585,2.044245,0.705275,0.719704,2.587505
ADAMTS19,16.2474,8.81088,16.5133,10.5547,11.5421,9.80996
ADAMTS2,0.997927,3.453545,0.711847,1.23811,1.146187,0.6630045
ADAMTS20,5.45162,1.33521,4.171,3.24633,2.3465,1.37038
ADAMTS3,10.9572,1.87142,11.9501,3.5899,3.2609,20.1443
ADAMTS4,0.1863815,0.4041035,0.241692,0.158267,0.097195,0.1227455
ADAMTS5,0.288562,0.352477,0.1252,0.203386,0.0346461,0.0770805
ADAMTS6,0.7284965,0.50718,1.031776,0.8066345,0.8034745,1.0843195
ADAMTS7,52.5881,37.7012,48.1526,33.1942,28.0191,54.2465
ADAMTS8,0.672968,0.462092,0.266347,0.789878,0.334461,0.0192916
ADAMTS9,6.883485,4.848795,2.639085,4.178802834,3.276715,0.9702085
ADAMTSL1,1.09898245,1.162075,0.813885,1.803392,1.1411685,0.04454015
ADAMTSL2,8.76236,10.134625,3.01791,16.99858,4.295285,0.3504985
ADAMTSL3,0.01753515,0.00747969,0.00418444,0.01875195,0,0
ADAMTSL4,0.34313,0.13485175,0.264195269,0.33127625,0.117337425,0.1540655
ADAMTSL5,0.615917,0.303124,0.548317,0.458714,0.375258,0.364406
ADAP1,0.1600591,0.0845338,0.04887586,0.2100694,0.1096802,0.1624704
ADAP2,0,0,0,0,0.106104067,0
ADAR,8.301756656,7.75863254,6.28716172,11.29997381,8.394539996,8.821278
ADARB1,0.274998888,0.2173589,0.304587963,0.361453744,0.226170125,0.218831665
ADARB2,0.6687,0.995195,1.16516,0.500739,0.53291,1.53224
ADAT1,0.827906601,0.945503079,1.05706669,0.975705889,0.795471889,0.840874906
ADAT2,4.038155,2.2736,4.36539,4.218875,2.573195,2.588475
ADAT3,2.94564,4.9608,1.80659,2.22314,2.24892,3.44333
ADCK1,5.05316,2.633226,3.72422,5.359185,3.962275,3.994655
ADCK2,11.8795,10.259,8.97115,16.5743,10.243,10.9777
ADCK5,6.29053,4.39629,8.17561,6.61303,5.04246,7.89468
ADCY1,2.9138015,1.6397225,2.2743495,3.024441,1.9598915,2.1146325
ADCY10,0.0130568,0,0.012463067,0.009308567,0.00898882,0
ADCY2,0.334963,0.402923,0.639135,0.25177,0.69553,1.68255
ADCY3,15.55749,7.960985,11.912815,13.214235,9.44555,10.88777
ADCY4,0.01299616,0,0,0,0,0.007637277
ADCY5,0.4053015,0.5456625,0.574263,0.71109,0.2485265,0.5954535
ADCY6,31.3141,24.8357,25.2638,28.9687,19.9509,24.4825
ADCY7,5.227429,2.05686,4.608753,3.902705,3.358935,8.995143
ADCY8,0.9781,0.0820746,0.168358,0.857354,0.0121011,0
ADCY9,8.6196,5.73344,8.14884,6.94861,6.64224,12.5082
ADCYAP1,0.106312,0.1613275,0,0.1460535,0.079287,0.061739
ADCYAP1R1,3.0786275,2.503873736,3.724805025,3.160306977,2.40525086,4.0789275
ADD1,6.481624286,7.328567429,5.694062057,8.7700377,7.1581737,8.49021457
ADD2,3.685185365,2.39962134,3.405809392,3.367714512,1.7093404,5.81629514
ADD3,2.696038583,2.726875583,2.513548594,3.875402429,2.741157298,2.348014299
ADGB,0.0245068,0,0,0.0131037,0,0
ADGRA1,0.80912765,1.252245,0.1801555,3.6419455,0.42045505,0.04224505
ADGRA2,0.760695,1.0132,0.378411,0.469507,0.652441,0.439491
ADGRA3,82.31,70.4878,52.7697,91.1413,60.0036,56.5388
ADGRB1,17.9498,24.8577,7.16781,50.9047,5.29702,1.9491
