Gene,CNT38,CNT48,CNT56,IPD12,IPD13,IPD28
DCTPP1,18.76459633,20.990682,14.22776933,22.47363667,19.08919,20.58793767
DCUN1D1,2.27311,2.488305,1.928665741,3.689835028,2.560958775,2.561525001
DCUN1D2,12.6695,17.2129,14.0122,15.593,9.21756,14.1871
DCUN1D3,3.40318,2.52735,2.87368,3.37986,1.97123,3.02536
DCUN1D4,7.26848425,7.0743975,6.91212625,12.0309025,6.5177025,7.4520225
DCUN1D5,0.939968633,0.806799125,0.623556108,0.99825375,0.88073031,0.865897425
DCX,1.5245752,2.62051,1.7660044,2.20866,1.726343408,6.080052805
DCXR,47.773045,61.472865,45.5071,39.4594,42.7166,49.50752
DDA1,8.70388,8.53958,7.82563,7.62279,7.0612,9.68233
DDAH1,2.267676667,2.001282,1.498543333,3.67293,2.787266667,1.80276
DDAH2,18.05095333,28.38162667,14.42839033,24.57386,23.84763333,27.40524333
DDB1,109.182,100.134,81.6717,156.375,121.102,125.161
DDB2,20.69135,6.267855,20.764425,9.61028,13.027045,11.656485
DDC,0.286685257,0.397171857,0.095506143,0.741634743,0.896467574,0.056408857
DDHD1,1.351749667,1.230290383,1.379695333,1.531006633,1.349863167,1.545243327
DDHD2,2.146242333,0.724401333,0.929912767,1.343571667,0.192777067,1.871813333
DDI1,0,0.0222589,0,0,0.0196911,0
DDI2,6.15788,2.74871,4.53809,5.70299,5.00639,4.50105
DDIAS,9.20883,7.53713,8.34421,9.16892,9.17153,8.87232
DDIT3,2.541995,1.756500683,2.344301,3.071846667,3.538621667,2.425126317
DDIT4,122.065,43.9867,78.1873,76.762,102.129,113.263
DDIT4L,0.155432,0.176801,0.197819,0.110812,0.254158,0.213131
DDN,0.0176631,0.140181,0.0674397,0.0642995,0.143298,0.0830396
DDO,0.3129965,0.22594,0.1154905,0.154484,0.109023,0.1697875
DDOST,309.808,189.78,221.592,355.937,239.785,207.445
DDR1,26.97671176,23.95000656,15.26418744,27.28006444,16.95848973,27.11527856
DDR2,0.864809,0.323177,1.41E-06,1.556675138,1.22047455,2.28E-06
DDRGK1,63.351,77.2709,55.5598,89.0107,48.8139,68.5476
DDT,20.4206,19.9561,19.5987,23.4025,22.2173,18.2406
DDTL,2.68791,0.687692,2.01757,1.70734,1.18862,2.0235
DDX1,79.8308,76.4376,60.9133,124.317,95.4984,88.8153
DDX10,17.6964,17.1937,14.6238,28.4523,22.9236,14.1308
DDX11,8.981368001,6.6827568,9.117811149,8.71694036,6.205242007,6.08791208
DDX17,89.6933,85.48625,107.91655,121.60705,70.5407,103.1768
DDX18,44.0169,34.1211,33.2838,59.6887,46.0856,45.0895
DDX19A,4.32029542,4.266676843,3.153645237,6.417082167,4.794443546,4.521670833
DDX19B,3.346174714,3.42983,2.812544429,4.683117886,3.521232664,3.908696858
DDX20,14.4875,15.6347,11.9664,26.0902,17.1712,16.1137
DDX21,34.5218525,22.9184235,21.4558575,44.30365,35.76814,26.4603605
DDX23,45.5883,46.2233,40.4099,68.4232,45.0758,49.1802
DDX24,68.5281,60.7458,54.8194,106.389,86.8927,77.3158
DDX25,0.677717,1.90022,0.660594,0.87677,1.03073,1.83453
DDX27,28.0113,23.247,19.7167,31.6894,21.7705,21.3142
DDX28,7.17503,8.09546,4.23707,9.8417,6.48424,5.56064
DDX31,1.571677875,1.084166356,1.230858888,2.037498755,1.624802704,1.32924825
DDX39A,37.01345,42.97278,32.47277,49.71116,34.26398,39.59959
DDX39B,66.70488333,69.40509667,69.83211,94.49859,66.85823333,81.04408333
DDX3X,19.394328,25.97737,21.623182,28.107396,20.856536,20.570368
DDX3Y,0.001072174,0,0.001091426,0,0,0
DDX4,0.0144912,0.005979175,0.006916125,0,0.015868225,0
DDX41,12.94090333,11.82743333,12.34422233,13.3249,10.92391233,12.89508
DDX42,26.893235,30.22317,30.76171,37.97367,27.4688,31.900145
DDX43,0,0,0,0,0,0
DDX46,11.62775,8.690896667,10.5407,14.89762667,10.90156167,10.41164
DDX47,22.25835,20.77005,21.5659,33.9560068,24.98373,20.192995
DDX49,11.63075,14.078515,7.706759,13.10918,12.3196125,13.25845063
DDX5,53.938775,54.019095,80.113205,72.98555,53.2656525,62.11247
DDX50,28.4379,25.8488,26.9903,41.3467,34.84,33.9947
DDX51,16.9709,13.42,15.6429,15.7534,10.4224,13.222
DDX52,6.612825,7.12764,4.860565,10.86859,7.0705215,5.9427955
DDX53,0,0,0,0,0,0
DDX54,12.50375,12.4166,9.74309,13.6488,11.9124,13.62525
DDX55,9.693143333,7.76935,10.73265667,10.41112667,7.01104,7.441916667
DDX56,21.6841,21.66235,21.11385,26.37375,19.24335,21.1137
DDX58,1.71952,3.22606,1.21973,1.14778,1.81306,2.52573
DDX59,1.1941628,0.6662846,1.5412396,1.1864278,1.3978632,0.917594786
DDX6,13.054795,12.34411,10.32714,20.90755,13.715405,16.38487
DDX60,1.47361,1.31141,0.27019,0.94852,1.11827,0.735153
DDX60L,0.085042867,0.252569,0.045195167,0.159439667,0.112273,0.0185098
DEAF1,7.5368905,8.6212675,6.34225,4.834935,6.57525,9.431525
DECR1,24.9481,19.711,11.8364,40.7423,33.971,34.7536
DECR2,12.365,9.12641,11.2281,9.75634,4.99793,9.36204
DEDD,4.017993333,4.91855,2.40368,4.467293333,3.305093333,3.530817
DEDD2,0.913467625,1.203335444,0.698427112,0.923932222,0.623891222,1.11298
DEF6,0.724489,0.18027,0.46103,0.161409,0.410075,0.532194
DEF8,3.269759611,2.632034111,2.6734729,3.746101472,2.825682542,3.158416679
DEFA1,0,0,0,0,0,0
DEFA1B,0,0,0,0,0,0
DEFA3,0,0,0,0,0,0
DEFA4,0,0,0,0,0,0
DEFA5,0,0,0,0,0,0
DEFA6,0,0,0,0,0.212736,0
DEFB1,0.293964,0,0,0.314363,0,0
DEFB103A,0,0,0,0,0,0
DEFB103B,0,0,0,0,0,0
DEFB104A,0,0,0,0,0,0
DEFB104B,0,0,0,0,0,0
DEFB105A,0,0,0,0,0,0
DEFB105B,0,0,0,0,0,0
DEFB106A,0,0,0,0,0,0
DEFB106B,0,0,0,0,0,0
DEFB107A,0,0,0,0,0,0
DEFB107B,0,0,0,0,0,0
DEFB108B,0,0,0,0,3.54282,0
DEFB110,0,0,0,0,0,0
DEFB112,0,0,0,0,0,0
DEFB113,0,0,0,0,0,0
DEFB114,0,0,0,0,0,0
DEFB115,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0
DEFB118,0,0,0,0,0,0
DEFB119,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0
DEFB123,0,0,0,0,0,0
DEFB124,0,0,4.87038,0,0,0
DEFB125,0,0,0,0,0,0
DEFB126,0,0,0,0,0,0
DEFB127,0,0,0,0,0,0
DEFB128,0,0,0,0,0,0
DEFB129,0,0,0,0,0,0
DEFB130A,0,0,0,0,0,0
DEFB130B,0,0,0,0,0,0
DEFB131A,0,0,19.009,0,0,0
DEFB131B,5.31055,0,6.33634,11.3581,4.00784,0
DEFB132,0,0,0,0,0,0
DEFB133,0,0,0,0,0,0
DEFB134,0,0,0.0695696,0,0,0.256986
DEFB135,0,0,0,0,0,0
DEFB136,0,0,0,0,0,0
DEFB4A,0,0,0,0,0,0
DEFB4B,0,0,0,0,0,0
DEGS1,32.20845,23.04628233,23.25960433,38.79247333,26.66897667,22.94281
DEGS2,0.0531261,0.0453223,0,0.22725,0.0400939,0
DEK,50.8705,57.8605,40.6968,69.6825,55.649,62.7525
DELE1,11.9298555,8.6945255,10.0545395,14.5198665,9.2835745,10.2903285
DENND1A,4.215494967,3.8842,3.917133335,5.3358485,3.586255633,5.499282533
DENND1B,0.19945152,0.22248316,0.2650292,0.4106181,0.28456394,0.3934064
DENND1C,0.01254725,0.01070415,0.0119767,0,0.00946935,0.04424135
DENND2A,2.18798825,2.4136175,2.005545,3.594863,2.5457035,3.62466
DENND2C,0.43514155,0.13556895,0.308941,0.641634,0.0821537,0.2239975
DENND2D,0.03108385,0.0088393,0.079121,0.0332408,0.0156392,0.0730675
DENND3,0.251378306,0.174525925,0.625568,0.20631917,0.299312165,0.3109777
DENND4A,0.705602667,0.614124773,0.800211335,0.908318333,0.785408667,0.962781703
DENND4B,17.4841,16.2283,16.1425,19.6507,11.4181,16.1947
DENND4C,3.38968,2.953305,3.72436,3.50714,2.6982135,3.00127
DENND5A,3.9161838,4.132620842,3.984374006,4.5665718,3.574340259,5.031993003
DENND5B,2.51708,2.6787475,2.847055,3.398155,3.12141,4.27353
DENND6A,8.66324,8.84082,7.92537,10.9567,8.06467,11.0787
DENND6B,12.5504,16.0153,12.2482,19.3988,7.95942,14.2137
DENR,29.6021,33.1976,21.463,35.9851,28.404,31.9088
DEPDC1,5.6153755,4.0333575,5.886295,6.6124425,5.293185,4.0251325
DEPDC1B,12.496355,11.356855,10.35260085,14.3367,11.91836,12.504225
DEPDC4,0.56159325,0.445586,0.78257575,0.6314283,0.40296025,0.70432
DEPDC5,0.859090003,0.6911724,0.614089101,0.897158667,0.6261445,0.995019504
DEPDC7,1.867575,2.06596,2.507465,3.687075,1.889585,2.72567
DEPP1,0.443138,0.290804,0.7809,0.400982,0.385885,0.560896
DEPTOR,0.090517,0.0330946,0.04937195,0.2212525,0.107348,0.03481565
DERA,10.82505,8.5741,6.8443,11.2576,8.67925,8.4690415
DERL1,42.221,28.0382425,27.32748,47.171805,29.248229,28.266709
DERL2,3.8508512,4.4709682,2.9700064,6.2689704,3.4606162,3.7967044
DERL3,3.166286667,0.829848333,1.887244333,1.996514333,1.775236333,1.494767723
DES,0,0.0791155,0.029507,0,0.233296,0.0363332
DESI1,14.891,13.8708,13.5568,13.3516,13.9125,17.1263
DESI2,5.06066425,4.622850639,3.397613658,6.26521825,5.010251,4.3782525
DET1,0.574942713,0.535984801,0.369875,0.98177875,0.709395625,0.861903849
DEUP1,0.0255621,0.0436145,0.121999,0.13668,0.0192916,0.0300438
DEXI,15.7466,16.0521,10.2244,12.4518,13.4549,17.3515
DFFA,9.84633,6.24063,7.7247,7.14303,7.88831,9.723165
DFFB,0.438120345,0.41246175,0.495776628,0.427189602,0.341055413,0.541601019
DGAT1,16.2965,16.1139,13.3788,18.6686,10.0505,14.3686
DGAT2,1.05035,0.7713,0.52536,1.87206,1.70171363,0.905300003
DGAT2L6,0,0.0360222,0.0403047,0,0.0318667,0.0496278
DGCR11,2.34827,1.60716,1.45682,2.48765,1.52232,1.86531
DGCR2,24.65452,23.6285816,17.7064502,28.9648242,16.179962,23.039445
DGCR5,0.603994,0.935388,0.743935,1.04573,0.600701,0.892984
DGCR6,4.55298,4.32331,4.77031,2.2974,3.6593,3.37239
DGCR6L,20.5925,27.7394,17.5899,18.9901,20.5648,28.0474
DGCR8,13.71485,12.30535,15.64725,15.8662,9.28725,13.2443
DGCR9,0.74136,0.736446,0.544346,1.18921,0.609892,1.07242
DGKA,0.060283951,0,0.024706456,1.22E-06,0,0.013697091
DGKB,0.006470801,0.00507832,4.17E-05,0,0.017255562,0
DGKD,6.5328035,5.86096,8.404588,6.574340985,5.01384,6.51818
DGKE,5.09195,4.48885,4.81368,5.31943,3.02305,2.84202
DGKG,0.003786805,0.01923467,0,0.004049576,0.008573637,0
DGKH,0.468831519,0.256682816,0.548447656,0.443081489,0.348212034,0.415248491
DGKI,0.10456275,0.041721125,0.04838275,0.0499725,0.06310875,0.075706775
DGKK,0.0517312,0.09562,0.0246894,0.129082,0.0910961,0
DGKQ,6.77329,4.9152,5.28491,5.27469,3.41491,7.39928
DGKZ,2.863879429,2.679607714,2.439862714,2.430797,2.3157248,2.782917
DGLUCY,0.936643889,0.949260816,0.805724222,3.079677999,1.485146556,0.305225967
DGUOK,4.462133167,5.114502583,3.790007306,5.062804875,4.634728108,5.4489
DHCR24,406.025,259.567,287.023,411.55,332.965,297.988
DHCR7,79.968345,53.38402,53.75858,73.07425,50.13341,45.91800129
DHDDS,2.037502,2.166381092,1.7279906,2.716584032,1.8290042,2.212165128
DHDH,0.296791,0.126597,0.283295,0.476079,0.16799,0.0872065
DHFR,16.75001367,14.23047,13.60654,23.04552333,16.93466107,16.02776667
DHFR2,2.775369,2.027002,2.470093,3.985674,2.685942,2.034135
DHH,0.090897,0.103931,0.103975,0.0328144,0.100502,0.122448
DHODH,13.4156,10.4917,11.036,12.9515,11.6749,10.3526
DHPS,11.57214675,11.60074425,10.6225825,11.04783275,9.13067575,11.0377625
DHRS1,4.52305,4.2423,3.76375,5.5613605,3.926216,4.19159
DHRS11,7.01193,8.09321,10.6739,8.08662,6.95205,10.342
DHRS12,1.096959333,0.770697667,1.337452667,0.917895,0.737248,1.465668
DHRS13,50.6428,49.1325,27.9102,53.2874,37.9129,29.9347
DHRS2,0.084535867,0.110872433,0.055135033,0.046327183,0.054490333,0.0509164
DHRS3,0.437010667,0.226932333,0.689185,0.254138667,0.221551667,4.0557105
DHRS4,1.402058833,1.041316538,1.009627833,1.919829333,1.467886667,0.986969333
DHRS4L1,0,0,0.150949,0,0,0.129557
DHRS4L2,0.820338017,0.79151425,0.5902375,0.9885785,1.18847525,0.7212535
DHRS7,16.47800425,12.77704775,12.2002675,20.44189725,11.5756505,11.133025
DHRS7B,13.1841,8.99796,9.15656,21.1673,12.0231,7.48022
DHRS7C,0,0,0,0,0,0
DHRS9,0,0,0,0,0,0
DHRSX,11.5473,10.1078,5.96305,9.3672,7.97615,5.75862
DHTKD1,21.8184,19.3316,14.8331,26.1654,19.4592,17.9724
DHX15,107.53,103.618,88.0691,159.464,116.338,105.245
DHX16,8.50938,8.44373,6.796665,10.51918,8.90683,9.024045
DHX29,8.41827,8.80886,4.72329,15.4729,8.90598,12.0262
DHX30,16.54499735,14.121732,11.5865075,18.3492775,13.23593525,14.82002
DHX32,12.5077,11.9355,12.0392,16.2776,15.0186,14.6677
DHX33,9.83616,8.90707,8.00054,12.38585,8.69327,8.46554
DHX34,9.07347,10.142,8.88955,10.4877,8.04547,8.72852
DHX35,5.299903333,3.728753333,3.768833333,4.41667,3.726728933,4.47417
DHX36,17.1275,13.89865,14.78835,27.4593,20.5153,15.8237
DHX37,11.4107,11.3264,8.09694,12.8932,10.7347,11.1339
DHX38,30.367,26.7206,27.6125,37.2166,26.9073,28.8912
DHX40,12.85765,14.85928,13.0409,23.42112731,18.389478,14.06785
DHX57,7.965045,7.838445,6.25509,13.64155,9.169475,8.04034
DHX58,0.130568,0.111389,0.124631,0.0558513,0.0394155,0.15346
DHX8,1.191870252,1.223639843,0.801943883,1.643339,1.162621888,1.226063661
DHX9,69.84695,63.192315,47.8592,106.0932,73.89255,69.18445
DIABLO,4.486161333,5.097473333,3.649581678,6.601707656,5.972761333,5.5203785
DIAPH1,31.389496,19.41731,17.77586667,32.212918,20.51746233,17.20256667
DIAPH2,5.981205,2.36334,4.72703,9.52874,5.465715,2.9278
DIAPH2-AS1,1.38888,0.828114,2.00592,1.43624,0.919451,0.853727
DIAPH3,0.88710087,0.587561429,0.634401233,1.259459,0.770018429,0.575619797
DICER1,4.327320631,3.258262504,3.73204656,5.975992191,4.247518,4.550695421
DIDO1,7.051275225,4.545084617,5.548513333,7.305728283,4.5093835,5.409586667
DIMT1,9.367995,11.27002,11.047765,14.132865,12.753955,12.54335
DIO1,0.006175729,0,0.027384286,0.019924429,0.017619,0.024369429
DIO2,0.026854833,0.012886917,0.006408417,0.008974483,0.00936695,0.016399583
DIO3,0.799558,1.42106,5.6922,0.64128,1.23198,5.6776
DIP2A,1.936677947,1.62272061,2.177949943,2.157201329,1.559294831,1.851310171
DIP2B,11.2002,9.70431,9.31281,15.7516,11.2593,13.7124
DIP2C,6.9103,5.71617,6.7733,7.6488,6.72609,8.45394
DIRAS1,5.09862,5.31999,4.47369,9.353,1.36156,4.81708
DIRAS2,0.0746102,0.0254603,0.128192,0.0797876,0.247755,0.175383
DIRAS3,0.430192,1.37625,0.444849,0.843413,0.378773,0.379212
DIRC1,0.108451,0.131115,0.148672,0.110055,0.196889,0.308391
DIRC2,24.1849,15.086,17.1277,26.1412,18.1767,17.7745
DIS3,2.91133943,2.34321825,2.263243833,4.116821,3.2475025,1.7175125
DIS3L,0.999009771,1.478043138,0.791436682,1.546740718,1.221009582,1.114226693
DIS3L2,2.67689,2.0481608,2.230644,2.979856,2.12848,3.072572
DISC1,0.080505875,0.069877142,0.072426111,0.088759173,0.084177624,0.077003414
DISP1,7.57333,6.50213,6.58364,10.7324,6.95702,5.93364
DISP2,1.96263,4.70357,2.21849,2.45783,0.964719,2.27638
DISP3,9.37678,5.53805,5.18743,10.7722,8.54071,5.94888
DIXDC1,3.165122,2.243674334,2.361043333,3.969687333,2.861636667,3.237522
DKC1,7.660880833,7.4641955,5.718229333,9.518297333,8.167037333,6.972031168
DKFZP434H168,0,0,0,0,0.0561315,0
DKFZP434K028,0,0.0766587,0,0.192187,0,0.211225
DKK1,1.64321,2.89926,0.499066,8.10726,2.42387,0.702295
DKK2,0.291707,0.264411,0.0348053,0.409433,0.564133,0
DKK3,6.989280667,6.072906667,4.489521,8.632556667,6.610433333,7.177716667
DKK4,0,0,0,0,0,0
DKKL1,0.288347333,0.4344,0.775663333,0.713965333,0.424610333,0.462140124
DLAT,17.784,16.4809,12.4658,25.2931,18.5653,16.1805
DLC1,0.042903167,0.20536275,0.002749404,2.30E-08,0.030289083,0.018217191
DLD,7.23823875,6.07402875,5.376992,10.994525,9.40178925,6.556775
DLEC1,0.1727274,0.0719308,0.175598567,0.250936333,0.1481126,0.092239667
DLEU1,1.1701795,1.12525,1.236284,1.199919,1.94832,1.817575
DLEU2,1.470478667,2.712851667,2.58858,2.694522667,1.979989333,1.99937
DLEU7,4.36823,2.927995,2.31772,6.954505,5.1285,5.101685
DLG1,3.312842667,2.9741717,2.8251365,5.089528167,3.657098333,3.979770833
DLG2,0,0.015876,0,0.008912567,0.004602967,0.01787
DLG3,5.270588,4.410878333,4.845797667,6.211729667,4.610757667,6.188051333
DLG4,2.925016457,2.662373857,2.871484286,3.146975714,2.92399,2.711135714
DLG5,22.7013,29.101,23.5604,19.9291,19.3369,34.9629
DLGAP1,0.264632952,0.497598657,0.303011496,0.420245112,0.399433577,0.428529018
DLGAP2,0,0,0,0,0,0
DLGAP3,1.67723,1.82508,0.735139,2.96629,0.619983,0.543113
DLGAP4,10.73126267,10.60999167,6.48686,9.367521667,7.6195792,11.662987
DLGAP5,24.55195,17.825775,21.04305,31.567945,25.010515,18.982895
DLK1,0.70293,0.74811,0.2457995,0.245607,1.412905,1.04703
DLK2,0.584498315,0.52689925,0.292665,0.439895575,0.233640725,0.337245
DLL1,77.7559,58.6902,79.3827,69.6418,50.0311,93.2149
DLL3,16.519005,5.406185,20.2188,9.95273,17.52455,31.65965
DLL4,3.46528,2.79017,2.5644,2.49825,1.36638,3.61521
DLST,14.222585,11.2202275,12.81771075,18.850565,13.83096,11.69263025
DLX1,0.0319692,6.75915,0.01525775,0.0341876,0.163969,0.0170239
DLX2,0.0299818,7.03387,0.0286185,0.0320623,0.0905083,0.0704768
DLX3,0.026258,0,0,0,0,0
DLX4,0.02036035,0.01736955,0.0194345,0,0,0
DLX5,0,0.179284,0,0,0,0
DLX6,0.0379892,0.0972268,0.0362618,0.0812508,0.0286702,0
DMAC1,3.934763667,4.460783333,3.441661667,5.10922,5.642923333,4.140894
DMAC2,2.150882396,2.084635612,1.440058717,2.040372207,1.759048166,2.818555367
DMAP1,8.24692,8.001796667,6.23199,11.71207,7.96857,8.767056667
DMBT1,0,0,0,0,0,0.003266525
DMBX1,0.130243376,0.122697232,0.129944946,0.180933243,0.0089856,0.051475561
DMC1,1.350933667,2.634158,0.869724813,3.551764333,0.263322667,2.621943333
DMD,0.170532794,0.330478623,0.119399758,0.349972046,0.356510788,0.155108523
DMGDH,0.042224667,0.006754467,0.009131467,0.037629,0.0190107,0.107527
DMKN,0,0,0,0,0,0
DMP1,0.0257648,0,0,0,0,0.01514105
DMPK,6.157663774,7.881311057,6.330968597,6.515540769,3.638036671,8.075219819
DMRT1,0.031178,0,0,0,0.0235299,0
DMRT2,0.096608,0.137362,0.122953333,0.253819567,0.113414633,0.045546667
DMRT3,0,0,0,0,0,0
DMRTA1,2.46569,6.33616,4.90806,6.04533,5.60522,6.89157
DMRTA2,0.0653485,0.445995,0.062377,0.0232944,0.0328787,0.0768058
DMRTB1,0,0.0952917,0,0,0,0
DMRTC1,0.410924,1.52662,0.719772,1.26188,0.392758,1.29598
DMRTC1B,0.0973466,0.393627,0.181227,0.291098,0.10042,0.325476
DMRTC2,0.11781,0.0335016,0.0374844,0.0839901,0.0296368,0.0461551
DMTF1,5.190342,4.4084062,6.051621748,6.594184184,4.393813312,4.631876
DMTN,0.558494512,0.892766033,0.216107356,0.86726082,0.429248529,0.097279017
DMWD,25.9926,24.9119,22.4221,27.71,15.4586,33.1352
DMXL1,0.7432644,0.6534072,0.716350193,1.244592001,0.7501588,0.8606028
DMXL2,4.497286667,3.411752333,7.56664,7.872763333,4.375023333,6.26723
DNA2,9.750900795,6.917377,6.769742275,11.34988,7.674688,7.11304
DNAAF1,0.2776555,0.26598125,0.1189992,0.9077345,0.1879855,0.170777
DNAAF2,6.971185,6.253755,4.94531,9.721195,6.98699,6.225455
DNAAF3,0.41358025,0.542622,0.27217875,0.66146,0.252687805,0.146428446
DNAAF4,1.221363333,1.106603333,0.969188,2.359593333,1.241442333,1.052836667
DNAAF5,13.05454,11.92805008,8.060900412,15.501302,11.9739036,12.01105471
DNAH1,0.566441,0.630664,0.756042,0.744351,0.420244,0.530346
DNAH10,0.478083,0.592177,0.526551,0.496511,0.260197,0.551098
DNAH11,0.451749,2.05314,0.258574,1.78649,0.302318,0.109912
DNAH12,0.15943035,0.066640245,0.1020305,0.20412007,0.1080481,0.122947585
DNAH14,2.5475505,1.15052125,2.70374895,2.80942875,1.8559965,2.5708625
DNAH17,0.25247,0.317381,0.407955,0.166824,0.178662,0.231837
DNAH2,0.13448575,0.1991765,0.3108479,0.3144345,0.19335025,0.1245103
DNAH3,0.0254147,0,0.00970363,0.0380497,0,0
DNAH5,0.0362635,0.0618733,0.0192303,0.0517065,0.0364904,0.03315
DNAH6,0.378878,0.390387,0.418011,0.647218,0.245089,0.589885
DNAH7,0.310086,0.242854,0.145567,0.55992,0.237856,0.24496
DNAH8,0.00428996,0.0073196,0.00409489,0.00458765,0,0.0151263
DNAH9,0.159763,0.29985,0.0711661,0.5353285,1.0610385,0.10014625
DNAI1,0.4345505,0.1900035,0.729025,0.225309557,0.14906744,0.6036
DNAI2,0,0,0,0,0,0
DNAJA1,66.872,67.198,41.7964,101.9565,77.4258545,71.26033
DNAJA2,24.3121,23.7828,17.3595,39.5531,29.1397,29.9922
DNAJA3,10.39627333,8.376547667,8.480966667,11.22645679,9.672763333,9.37556002
DNAJA4,0.094140333,0.133853,0.182649333,0.058726,0.105531,0.092204667
DNAJB1,11.89195533,13.093699,8.316406667,15.50281333,12.90781133,12.29685933
DNAJB11,143.02,112.671,81.7799,165.565,113.627,88.0785
DNAJB12,9.783595,9.05218,6.71941,12.6863,8.5594,10.028775
DNAJB13,0.873495,0.364618,1.28679,0.791549,0.401136,0.892944
DNAJB14,6.043476667,4.50505702,5.282839837,7.771585,5.33158,5.125013386
DNAJB2,12.98035,9.9553,16.8361,12.95232,11.32978,20.5733
DNAJB3,0,0,0,0,0,0
DNAJB4,0.695931,0.625475815,0.4884256,0.8108672,1.011476717,0.961518
DNAJB5,2.7944314,2.442426,3.116018,3.136489,3.4525588,3.4716588
DNAJB6,24.4897,21.06165,19.15,33.14785,27.3632,29.6785
DNAJB7,0.371269,0.30363,0.670454,0.796171,0.366111,0.503869
DNAJB8,0,0,0,0,0,0
DNAJB9,19.9302,14.3798,14.0299,27.8024,16.2624,17.4971
DNAJC1,27.9322,24.8304,24.6136,32.8109,24.9268,22.5037
DNAJC10,12.928816,8.4171396,9.4391036,17.31006,10.2825014,10.0267108
DNAJC11,34.4571,27.623,30.8399,39.0453,31.3277,30.9914
DNAJC12,1.8448115,1.6833955,1.5419395,1.3782775,2.0155185,1.8755725
DNAJC13,6.02269,4.947275,5.112202295,8.210775,5.770905,5.457485
DNAJC14,33.1483,24.6932,21.8285,35.9007,25.6938,25.1922
DNAJC15,2.64044,0.813513,1.0274,3.9479,0.47973,0.028735
DNAJC16,5.507058667,2.839260333,4.437243333,7.496726667,4.143938667,4.684056533
DNAJC17,18.2071,15.4267,14.6034,17.4164,15.5097,15.5748
DNAJC18,17.5466,11.1479,16.6975,22.7169,16.5224,16.6453
DNAJC19,3.7193874,3.6244322,3.3049502,4.862483,3.80843,3.7142486
DNAJC2,7.023741,6.7608,5.85325,10.13355,6.3362,4.286715
DNAJC21,4.9294,3.602695,5.199185,4.76334,3.980465,5.3534
DNAJC22,0.356592,0.3227929,0.427471,0.4205255,0.1977905,0.280241
DNAJC24,9.9313,8.12797,8.98812,9.98028,6.67824,10.3108
DNAJC25,7.34454,5.50955,5.613825,10.233795,6.445335,6.17857
DNAJC25-GNG10,0,0,0,0.387946,0,0
DNAJC27,1.295635,1.22544415,1.612485,1.584109,1.087815,1.57698
DNAJC28,0.438536667,0.384963667,0.39505,0.57719,0.3677747,0.416303333
DNAJC3,21.8956,15.3306,17.0563,27.3482,18.1173,19.436
DNAJC30,3.32541,3.32153,2.80202,4.06053,2.97694,3.86526
DNAJC4,4.589898,6.599831,4.512513333,4.758786667,4.375973333,6.0202
DNAJC5,21.2997,17.0118,10.5278,21.2069,15.7237,19.7683
DNAJC5B,0,0,0,0,0,0
DNAJC5G,0,0.070728333,0.011829633,0.044300667,0,0.016182133
DNAJC6,0.544631667,0.36996,0.548893667,0.570541667,0.726994333,0.827907333
DNAJC7,19.56556667,20.95093333,15.5268,25.8626,21.47323333,21.172
DNAJC8,81.7671,82.9571,60.8689,115.354,95.0836,88.0625
DNAJC9,44.4792,48.0776,38.1317,51.836,43.2892,48.9058
DNAL1,1.5617425,1.544828,1.6762093,2.311445,1.244238658,1.8837005
DNAL4,8.83319,8.38716,7.81227,8.69899,7.8339,10.4405
DNALI1,13.0464,14.0717,13.4848,17.6392,14.002,12.0372
DNASE1,3.56993,4.16933,3.78426,5.46388,3.75507,3.54882
DNASE1L1,0.5202574,0.529503136,0.34932808,0.687714083,0.3154486,0.3598568
DNASE1L2,0.831895016,1.32151,0.4381075,0.82827,0.779373625,1.44977
DNASE1L3,0,0,0,0,0,0
DNASE2,13.7388,6.63577,17.3213,9.33047,4.14043,19.1786
DNASE2B,0,0,0,0,0,0
DND1,11.4817,10.9617,9.16023,9.07083,7.7892,10.4901
DNER,6.90228,16.3237,3.13827,7.44675,0.308231,2.11211
DNHD1,1.55012,0.917483,2.098395,1.3363165,0.7718325,1.34638
DNLZ,4.906305,6.087485,4.0904,4.715445,4.405815,12.245125
DNM1,6.854638,5.452826,8.46899,5.63378648,3.83065,3.888545448
DNM1L,3.975383029,3.860914355,3.989567147,5.663445143,4.0601279,4.140478932
DNM2,5.76246,5.744958,4.40101,6.620692,5.234174,6.502258
DNM3,0.137778617,0.122389967,0.137164267,0.138638267,0.15489737,0.254757113
DNMBP,2.817996267,2.165051333,2.17838,3.285743,3.5969276,2.545516667
DNMT1,16.9196087,14.35980885,13.99617171,20.55708518,14.95808588,15.36865523
DNMT3A,2.956664714,3.371097571,2.647191131,4.397995,3.009852286,3.832846917
DNMT3B,6.193825833,3.266833167,3.372926667,4.129752333,3.115085008,3.466974992
DNMT3L,0,0,0.02027373,0,0,0.024963415
DNPEP,2.649162059,1.964263228,2.127264111,2.522471111,2.339292222,1.939961289
DNPH1,26.60238,28.104775,23.59201,27.94564,26.110265,25.792185
DNTT,0,0,0,0,0,0
DNTTIP1,31.193,28.081,19.6796,34.12,26.7812,27.933
