"SOIidx","start","end","formula","mass","anot","Bf_1","Bf_2","Bi_1","Bi_2","QC_00","QC_01","QC_02","QC_03","QC_04","QC_05","QC_06","QC_07","QC_08","QC_09","QC_10","QC_11","QC_12","QC_13","Suero_C01_08","Suero_C02","Suero_C03","Suero_C04","Suero_C05","Suero_C06","Suero_C07","Suero_P1_V1","Suero_P1_V3_5","Suero_P1_V4","Suero_P1_V6","Suero_P2_V1","Suero_P2_V3_5","Suero_P2_V4","Suero_P2_V6","Suero_P3_V1","Suero_P3_V3_5","Suero_P3_V4","Suero_P3_V6","Suero_P4_V1","Suero_P4_V3_5","Suero_P4_V4","Suero_P4_V6","Suero_P5_V1","Suero_P5_V3_5","Suero_P5_V4","Suero_P5_V6","Suero_P6_V1","Suero_P6_V3_5","Suero_P6_V4","Suero_P6_V6","Suero_P7_V1","Suero_P7_V3_5","Suero_P7_V4","Suero_P7_V6","Suero_P8_V1","Suero_P8_V3_5","Suero_P8_V4","Suero_P8_V6"
1,49.606648752,71.93137248,"[C6H9]+",81.06988,"C6H8_M+H",43411.85546875,57646.4375,NA,27383.3203125,104143.453125,95023.90625,115651.375,93596.9453125,107824.7109375,104825.3046875,132896.65625,103725.0625,134069.484375,135188,167548.484375,128916.7734375,146523.328125,181806.84375,82387.65625,162171.6875,170424.4375,148933,81693.1796875,110753.25,96864.1953125,112892.9921875,127533.0546875,139475.953125,104507.78125,101471.6015625,53507.76953125,39322.78125,45597.96484375,86085.6796875,134126.6875,126871.9921875,100527.96875,280928.125,84189.6015625,158358.46875,137519.5625,42521.921875,73048.1015625,102925.3359375,61842.53125,200087.5,168258.5,42086.765625,87270.0546875,96946.6015625,128575.890625,77329.0078125,102298.3984375,62464.5390625,110280.4453125,141067.84375,80754
2,149.642857142857,178.214285714286,"[C4H6N2]+",82.05255,"C4H5N2_M+H",9274.9189453125,10390.744140625,NA,5664.5927734375,54390.0078125,53630.51953125,57521.296875,51000.86328125,49774.5234375,50729.36328125,48758.54296875,46554.375,51802.43359375,54091.48828125,54867.25,47568.91796875,50579.28125,49927.89453125,112125.1796875,126353.5859375,89077.71875,82243.9921875,107880.2109375,98027.65625,116698.78125,73802.2109375,70395.890625,59863.5390625,70809.578125,74279.1484375,90106.234375,78017.3203125,95850.5703125,67276.3125,56945.5625,57920.984375,47758.07421875,86652.8359375,75869.328125,115344.203125,96584.4375,51894.9453125,66504.78125,51359.078125,63935.3515625,81351.09375,61678.21875,81506.0078125,66404.4765625,84764.7734375,88253.9140625,65680.4609375,72892.328125,50813.68359375,57656.84765625,57991.16796875,50529.30078125
3,178.214285714286,206.785714285714,"[C4H6N2]+",82.05255,"C4H5N2_M+H",9274.9189453125,10390.744140625,NA,5664.5927734375,44414.57421875,43619.55078125,52344.54296875,43786.1953125,42386.4453125,49170.70703125,40894.6328125,42116.46875,46689.140625,38733.01953125,39261,39755.53515625,36348.96875,45712.19140625,91129.7734375,93441.328125,78500.1875,68456.2890625,86227.21875,78435.28125,88715.609375,51770.02734375,58359.78515625,59863.5390625,57534.7109375,61105.75,67191.40625,58436.640625,65043.79296875,59369.6015625,53717.05859375,57920.984375,44776.66015625,67326.84375,60488.96484375,88822.546875,63802.66015625,48117.296875,55870.59765625,46070.71484375,47149.46875,63793.546875,54107.953125,61433.94921875,62027.5625,69978.2578125,66178.671875,53097.97265625,54130.671875,46340.86328125,52906.6171875,43228.86328125,41285.02734375
4,121.071428571429,149.642857142857,"[C4H6N2]+",82.05255,"C4H5N2_M+H",9151.9970703125,8860.9345703125,NA,5641.4140625,54390.0078125,53630.51953125,47192.984375,51000.86328125,49774.5234375,50729.36328125,48758.54296875,42732.6328125,51802.43359375,54091.48828125,50483.9140625,47568.91796875,50579.28125,49927.89453125,112125.1796875,126353.5859375,89077.71875,82243.9921875,104055.2109375,98027.65625,112219.015625,73802.2109375,70395.890625,57113.87890625,69088.1171875,74279.1484375,90106.234375,78017.3203125,95850.5703125,67276.3125,56111.55859375,56221.359375,47758.07421875,86652.8359375,75869.328125,115344.203125,96584.4375,51894.9453125,66504.78125,51359.078125,63935.3515625,81351.09375,61678.21875,81506.0078125,65845.859375,84764.7734375,88253.9140625,63568.9375,67037.3984375,50813.68359375,57656.84765625,56174.4296875,50529.30078125
5,206.785714285714,235.357142857143,"[C4H6N2]+",82.05255,"C4H5N2_M+H",7462.74609375,6798.021484375,NA,5261.486328125,36751.484375,39265.72265625,34138.70703125,31611.578125,36270.36328125,33756.98828125,32461.732421875,28850.2578125,34968.6484375,32885.72265625,33257.47265625,30421.759765625,28780.912109375,32516.12890625,70093.6875,65975.0703125,50982.66796875,57155.4140625,61193.2890625,53203.234375,61986.26171875,44169.1640625,42073.74609375,39580.62109375,46149.83203125,48575.72265625,52005.92578125,52771.8359375,44974.4921875,43745.77734375,49824.22265625,38547.6171875,37397.01171875,51146.921875,45353.5703125,63798.92578125,59465.57421875,36404.0625,42269.625,35470.328125,42717.1953125,48130.7421875,42679.43359375,48383.421875,42574.390625,49991.52734375,50302.2421875,39380.70703125,46624.62890625,34773.77734375,35441.8515625,37058.22265625,36593.97265625
6,235.357142857143,263.928571428571,"[C4H6N2]+",82.05255,"C4H5N2_M+H",8111.00341796875,6772.00634765625,NA,6538.00439453125,34527.35546875,34883.37109375,31379.685546875,34374.08203125,30102.03125,33739.984375,30016.73828125,26957.642578125,29292.255859375,25732.4375,29699.29296875,26398.41015625,28780.912109375,27278.560546875,49427.46484375,54313.3828125,41460.16015625,47848.12109375,55962.61328125,40914.72265625,52150.79296875,34847.9609375,37180.62109375,32803.97265625,34948.39453125,34618.01171875,43511.625,37723.47265625,35858.83984375,33531.23046875,35507.359375,30040.42578125,29503.068359375,39411.55859375,34377.6796875,51336.50390625,42018.44140625,30135.58203125,40658.94140625,26384.4375,39622.01953125,47357.0859375,34400.22265625,36336.25,35481.14453125,36504.83984375,43826.515625,33922.69140625,40738.5390625,28716.958984375,29595.4765625,30376.1171875,28207.28515625
7,263.928571428571,292.5,"[C4H6N2]+",82.05255,"C4H5N2_M+H",7422.91650390625,7231.5986328125,NA,3580.29565429688,34527.35546875,30068.498046875,19592.35546875,34374.08203125,28611.591796875,26539.240234375,29380.880859375,25526.384765625,23647.27734375,13190.755859375,24631.095703125,27452.578125,21568.060546875,19915.9921875,16197.1796875,44387.875,30291.578125,38309.8359375,14576.6611328125,29731.939453125,43199.8203125,28826.654296875,37180.62109375,24164.587890625,16856.669921875,32569.74609375,34831.453125,37723.47265625,13842.3359375,30439.501953125,17372.619140625,12633.513671875,33520.3984375,15092.103515625,27464.78515625,40560.46875,32186.515625,30135.58203125,36782.37109375,23139.08203125,30750.078125,12293.9599609375,30185.4140625,29376.845703125,31534.078125,32443.7421875,33707.51953125,14658.953125,35215.93359375,23297.666015625,26327.373046875,22924.29296875,7196.9267578125
8,317.1480636,326.67226779198,"[C5H8N]+",82.06513,"C5H7N_M+H",5792.3837890625,4686.5361328125,NA,5097.40673828125,152903.453125,137140.890625,167199.65625,10596.380859375,144479.046875,146650.78125,124141.2109375,146051.28125,112107.859375,96693.984375,85985.078125,85525.296875,62820.421875,81343.2734375,140953.59375,237535.0625,11210.49609375,15500.4296875,213234.453125,103291.7734375,160258.828125,15468.671875,98943.0546875,74499.6484375,92677.96875,76849.765625,165563.203125,142165.5,92581.28125,7822.46875,114607.3984375,99589.5703125,102221.4140625,110011.109375,84381.3359375,239286.84375,9461.4111328125,6458.4384765625,239965.15625,82208.0625,189150.734375,138306,140574.546875,81695.0390625,172918.4375,82212.1015625,125497.359375,119723.4375,127779.359375,114743.2734375,11375.60546875,117507.296875,115363.9453125
11,154.218130608,187.68756702402,"[C4H7N2]+",83.06037,"C4H6N2_M+H",34804.08984375,33936.1015625,NA,26456.962890625,118080.5625,125032.65625,116420.8828125,123000.8984375,119851.7578125,122059.8359375,129934.875,121203.6015625,114955.578125,118304.1640625,125863.59375,117308.421875,121960.1875,114150.9140625,233793.109375,229414.671875,184104.34375,179032.640625,229335.203125,223541.234375,230036.359375,145770.921875,169932.21875,134768.640625,192919.328125,149823.0625,211559.1875,151775.515625,176419.546875,156122.671875,135618.296875,189833.921875,107645.4453125,203656.765625,163816.265625,255062.5,205805.8125,140355.359375,154258.140625,121495.46875,155052.15625,193662,175014.3125,245831.1875,148941.5,210249,194438.65625,165303.203125,174343.75,112284.25,118052.09375,127565.21875,119057.7421875
12,147.37640172798,154.218130608,"[C4H7N2]+",83.06037,"C4H6N2_M+H",34804.08984375,33936.1015625,NA,26456.962890625,118080.5625,125032.65625,116420.8828125,123000.8984375,119851.7578125,122059.8359375,129934.875,121203.6015625,114955.578125,118304.1640625,125863.59375,117308.421875,121960.1875,114150.9140625,233793.109375,229414.671875,184104.34375,179032.640625,229335.203125,223541.234375,230036.359375,145770.921875,169932.21875,134768.640625,192919.328125,149823.0625,211559.1875,151775.515625,176419.546875,156122.671875,123757.9140625,115576.90625,107645.4453125,203656.765625,163816.265625,255062.5,205805.8125,140355.359375,154258.140625,121495.46875,155052.15625,193662,175014.3125,245831.1875,148941.5,210249,194438.65625,165303.203125,174343.75,112021.078125,118052.09375,127565.21875,119057.7421875
13,126.863242848,147.37640172798,"[C4H7N2]+",83.06037,"C4H6N2_M+H",34804.08984375,35296.3125,NA,27861.388671875,113872.4609375,125032.65625,116420.8828125,123000.8984375,119851.7578125,122059.8359375,129934.875,121203.6015625,114955.578125,118304.1640625,125863.59375,116487.140625,121960.1875,114150.9140625,233793.109375,229414.671875,184104.34375,179032.640625,229335.203125,223541.234375,230036.359375,145770.921875,169932.21875,134768.640625,192919.328125,149823.0625,211559.1875,151775.515625,176419.546875,156122.671875,123757.9140625,114017.203125,107645.4453125,203656.765625,163816.265625,255062.5,205805.8125,140355.359375,154258.140625,121495.46875,155052.15625,185197.25,175014.3125,239525.21875,148941.5,210249,188403.4375,165303.203125,174343.75,110564.0546875,115349,127565.21875,116411.640625
14,187.68756702402,213.24494497602,"[C4H7N2]+",83.06037,"C4H6N2_M+H",30591.5390625,30430.087890625,NA,26199.1953125,101098.75,88367.4375,90644.40625,93665.625,91626.375,93495.3046875,87577.890625,82754.953125,87844.6953125,79995.015625,86813.1015625,85141.8046875,83508.484375,95841.1796875,149612.328125,167449,132031.59375,122146.1640625,153231.4375,139874.546875,167127.75,108976.390625,121384.234375,103226.0625,115241.109375,111450.1640625,136185.890625,116473.03125,114324.5234375,112202.1484375,107105.8984375,108930.2421875,88211.125,133805.265625,110534.0390625,182052.9375,125874.5546875,102133.3515625,104401.0390625,89756.1171875,114510.078125,127609.9375,115122.78125,140765.65625,114747.8046875,122682.6953125,116629.1171875,105828.1328125,118441.0390625,95287.6171875,95887.5390625,89577.8671875,89386.96875
17,346.04115288,377.16707200002,"[C5H10N]+",84.08078,"C5H9N_M+H",9413.5859375,8131.06103515625,NA,8952.1162109375,40025.828125,51752.328125,47168.2265625,48088.06640625,47115.2890625,39752.54296875,38163.14453125,39957.82421875,39918.66015625,30742.513671875,30819.498046875,24823.044921875,30487.908203125,28309.353515625,40842.58203125,28763.388671875,29577.607421875,39234.97265625,37220.9921875,32590.177734375,41639.3515625,30879.080078125,34844.59375,34691.84375,27668.748046875,24932.140625,33377.87890625,35145.86328125,24999.79296875,25200.6484375,22072.52734375,24525.33984375,25679.001953125,23400.484375,39123.7109375,62403.7890625,41925.44921875,31727.931640625,45073.94140625,33665.3984375,42419.87109375,57866.94921875,103041.8515625,50801.51953125,41307.6796875,31226.23046875,61196.2578125,26761.458984375,34465.5703125,23674.00390625,27037.689453125,40395.484375,42857.4765625
18,377.16707200002,399.712765464,"[C5H10N]+",84.08078,"C5H9N_M+H",8914.71875,7591.3203125,NA,10634.3759765625,39007.75390625,48705.1640625,41872.7734375,41347.80859375,45119.56640625,39752.54296875,38106.51953125,35943.609375,27811.875,24394.953125,27628.58984375,23979.115234375,13943.423828125,21441.048828125,22053.388671875,24433.21875,28576.013671875,32185.267578125,25425.162109375,30064.671875,23500.52734375,14693.708984375,33907.12109375,24682.037109375,27668.748046875,24932.140625,29526.462890625,34402.1015625,23047.248046875,22323.6796875,19063.208984375,18675.666015625,22169.203125,19381.009765625,15660.44140625,31264.380859375,21993.376953125,31727.931640625,32424.875,28581.6015625,38592.05078125,51548.703125,93423.296875,45981.6015625,39000.95703125,21546.259765625,27264.064453125,26452.138671875,28880.73828125,21304.287109375,27037.689453125,19844.27734375,20764.30078125
22,422.25845892798,436.351188,"[C5H10N]+",84.08078,"C5H9N_M+H",13081.7568359375,8765.3837890625,NA,10703.55859375,28809.90234375,32577.078125,36188.37890625,34654.61328125,35833.19921875,33584.390625,32917.8359375,32545.357421875,30943.38671875,32904.4609375,37127.5234375,33529.13671875,35581.4140625,36209.91796875,38150.20703125,40356.5078125,49823.99609375,38557.2265625,50122.46484375,39766.41015625,35049.13671875,37597.546875,30923.99609375,27930.140625,26855.876953125,26534.021484375,40873.6875,31857.72265625,36328.80859375,30464.03515625,36396.984375,32905.1328125,28718.96484375,41248.390625,39948.21484375,59481.7109375,44792.4375,34669.4765625,42820.12890625,35702.109375,44580.0390625,41258.61328125,49751.1640625,36681.85546875,54811.4453125,30868.716796875,36143.55859375,30514.1328125,25875.58203125,29627.845703125,36895.49609375,41512.13671875,45293.84375
23,310.97976319998,323.85944964798,"[C5H10N]+",84.08078,"C5H9N_M+H",10816.173828125,8716.94921875,NA,8916.7529296875,297245.78125,239328.0625,214341.734375,216902.0625,209061.6875,198425.25,199698.15625,193062.515625,173199,194549.5,175765.3125,165132.015625,183582.328125,181392.296875,74839.0390625,133464.703125,106995.84375,196652.359375,127111.6953125,90167.3984375,100339.0390625,71946.3125,78434.8125,79068.7109375,90141.3125,63471.828125,117099.8046875,78441.96875,68290.5078125,85312.921875,60615.796875,50272.5078125,56480.921875,93809.734375,51232.58203125,115692.7421875,83994.5546875,97920.96875,106559.6796875,82739.2265625,118378.015625,1081110.25,1725761.5,1397235.375,889845.6875,105841.703125,100274.0390625,84970.3125,90604.3515625,82755.1875,71885.453125,126396.3203125,94156.671875
24,295.81533905598,310.97976319998,"[C5H10N]+",84.08078,"C5H9N_M+H",8690.5498046875,8716.94921875,NA,9267.583984375,24110.89453125,25932.34375,36449.74609375,50695.08203125,72319.890625,64106.5,23141.265625,65428.66015625,59253.53125,23852.01953125,19830.37109375,67361.40625,55338.54296875,50517.2734375,74839.0390625,133464.703125,30029.85546875,28224.15625,107322.125,90167.3984375,100339.0390625,16951.17578125,23390.654296875,19039.494140625,88258.9609375,63471.828125,117099.8046875,25706.880859375,68290.5078125,47800.484375,42415.0390625,40320.78125,17422.2578125,93809.734375,53503.375,112686.09375,20504.029296875,24043.625,40023.75390625,48292.18359375,60675.37109375,64387.74609375,45147.453125,78575.9609375,50874.671875,22081.697265625,54164.10546875,53726.64453125,83750.359375,20651.505859375,27653.591796875,126396.3203125,74374.828125
25,275.69838766398,295.81533905598,"[C5H10N]+",84.08078,"C5H9N_M+H",8690.5498046875,6855.08251953125,NA,9267.583984375,26789.9296875,29855.677734375,36449.74609375,50695.08203125,70830.0546875,34837.28515625,26507.8125,27015.072265625,28329.12109375,26257.23828125,23726.421875,28163.353515625,55338.54296875,28201.642578125,35031.44140625,50333.24609375,32931.17578125,28224.15625,39135.44921875,22511.755859375,65752.484375,27803.66796875,24092.453125,22833.1171875,19327.611328125,27276.8515625,37512.58984375,26973.275390625,29637.296875,44469.6796875,26871.162109375,40320.78125,25692.10546875,33833.32421875,53503.375,39709.98828125,28059.673828125,24933.8828125,40023.75390625,23908.625,55780.23828125,25307.587890625,45147.453125,61271.24609375,50874.671875,25846.41015625,24956.716796875,25904.298828125,43239.83203125,23871.390625,27653.591796875,50789.71875,33866.25
26,249.874593974388,275.69838766398,"[C5H10N]+",84.08078,"C5H9N_M+H",6679.97021484375,8343.5322265625,NA,6858.52978515625,26789.9296875,29855.677734375,23106.912109375,24738.45703125,22935.33203125,27314.62890625,26507.8125,36391.46484375,28005.37109375,26257.23828125,23726.421875,23610.423828125,23494.0078125,22227.40234375,30051.833984375,35020.57421875,32931.17578125,27111.3984375,33696.28515625,26045.1328125,27303.572265625,27803.66796875,24092.453125,22833.1171875,25565.64453125,23362.693359375,29830.505859375,26973.275390625,26160.716796875,29593.099609375,34668.44140625,35704.99609375,26059.50390625,25170.9375,26641.6171875,38642.23828125,28855.576171875,24933.8828125,82214.4140625,23908.625,34489.96875,29176.185546875,25441.875,24824.306640625,31853.181640625,25846.41015625,24695.548828125,25804.14453125,24807.515625,23871.390625,26338.111328125,32160.5859375,35301.96875
27,141.34334955198,146.57941921602,"[C5H10N]+",84.08078,"C5H9N_M+H",11944.7900390625,10231.833984375,NA,9442.2255859375,30500.306640625,33714.27734375,30161.880859375,28828.8828125,30868.9765625,30753.974609375,33306.9609375,30679.29296875,30501.02734375,27603.921875,31768.6953125,27468.115234375,30831.517578125,30398.13671875,33315.109375,37947.97265625,38911.4296875,38345.92578125,40972.39453125,28998.263671875,27204.97265625,26031.103515625,25805.158203125,24308.34765625,25004.01171875,22825.90625,40143.9921875,26512.087890625,26307.849609375,30247.22265625,31951.537109375,26048.79296875,24068.51953125,25917.255859375,25782.544921875,49824.16015625,31787.3125,31091.712890625,49904.640625,25703.06640625,44675.6171875,42656.0625,40798.4375,96524.9140625,42815.49609375,35255.0390625,37610.08984375,37900.69921875,25015.357421875,29882.54296875,39008.88671875,36759.2109375,30634.185546875
28,125.65075792002,141.34334955198,"[C5H10N]+",84.08078,"C5H9N_M+H",12904.4921875,11720.5810546875,NA,9442.2255859375,30500.306640625,33714.27734375,31338.4921875,28828.8828125,30868.9765625,30753.974609375,33306.9609375,30679.29296875,30501.02734375,27603.921875,31768.6953125,29933.923828125,30831.517578125,30398.13671875,30101.767578125,37947.97265625,38911.4296875,38535.27734375,32974.4453125,28998.263671875,27204.97265625,25336.94140625,25271.646484375,22798.826171875,25004.01171875,22825.90625,38913.28515625,26512.087890625,29589.07421875,29130.302734375,27347.623046875,26048.79296875,24068.51953125,25917.255859375,25782.544921875,49824.16015625,31787.3125,31091.712890625,49904.640625,28749.3671875,44675.6171875,42656.0625,40798.4375,98594.5703125,42815.49609375,37623.3984375,42186.1875,37900.69921875,25015.357421875,28023.94140625,39008.88671875,36759.2109375,29901.482421875
29,146.57941921602,172.403212905612,"[C5H10N]+",84.08078,"C5H9N_M+H",11944.7900390625,10231.833984375,NA,8284.654296875,30500.306640625,33714.27734375,30161.880859375,28099.1875,29415.677734375,30753.974609375,33306.9609375,30679.29296875,31455.83984375,31057.939453125,31768.6953125,27468.115234375,30831.517578125,29283.220703125,33613.16796875,37947.97265625,38911.4296875,38345.92578125,40972.39453125,28998.263671875,36179.2890625,26031.103515625,25805.158203125,26387.564453125,24396.228515625,24582.306640625,40143.9921875,26531.509765625,26307.849609375,32485.6875,31951.537109375,31204.3671875,24068.51953125,24995.310546875,25782.544921875,49824.16015625,31787.3125,31918.275390625,49904.640625,25826.541015625,44675.6171875,42216.77734375,40798.4375,79226.2109375,42815.49609375,35255.0390625,36462.82421875,37900.69921875,25015.357421875,29882.54296875,39008.88671875,33991.8984375,38712.25390625
30,172.403212905612,198.227006595204,"[C5H10N]+",84.08078,"C5H9N_M+H",11493.5009765625,9263.48046875,NA,8219.8876953125,24233.666015625,23771.755859375,26415.267578125,23857.033203125,27534.974609375,28389.58984375,25892.486328125,26968.9609375,31455.83984375,25577.634765625,27520.1171875,27987.345703125,27383.2109375,26659.2109375,33613.16796875,32630.521484375,36764.19921875,33289.5390625,37638.80859375,25569.830078125,36179.2890625,25255.51171875,22968.251953125,26387.564453125,23698.791015625,21896.1875,36935.7421875,23661.427734375,25170.21484375,32485.6875,29862.458984375,31204.3671875,23693.705078125,24960.306640625,22250.517578125,49065.8203125,29819.09375,32462.73828125,43107.5546875,25826.541015625,34845.5703125,35117.11328125,30450.08984375,48119.40625,37599.9453125,26338.158203125,35487.44921875,27205.42578125,24950.310546875,24215.87109375,35115.56640625,29617.046875,27206.787109375
31,198.227006595204,224.050800284796,"[C5H10N]+",84.08078,"C5H9N_M+H",11294.873046875,9836.1279296875,NA,8219.8876953125,22973.740234375,23465.578125,23265.236328125,22196.935546875,21799.916015625,23068.87890625,25280.33203125,22175.556640625,24175.763671875,22824.08984375,24528.2421875,27987.345703125,20162.998046875,25390.29296875,24313.841796875,32630.521484375,30693.720703125,28450.365234375,31802.92578125,23184.84765625,28788.533203125,19345.208984375,19353.19921875,21187.20703125,19873.333984375,18266.974609375,30061.8125,22685.8671875,21819.0546875,28385.62890625,33526.3671875,26212.904296875,20047.048828125,23456.45703125,19857.357421875,46755.81640625,26019.25390625,23096.296875,34597.3671875,21496.630859375,28916.4453125,28471.466796875,26287.96484375,33869.6953125,31318.921875,21145.814453125,28045.72265625,24412.650390625,24326.658203125,22224.59375,33228.890625,23501.73828125,25020.970703125
32,368.0711172,381.1878096,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",NA,6034.16552734375,NA,NA,1590270.625,1629086.625,1610852.375,1644380.625,1672437.25,1593816.125,1738707,1697740.375,1577184.875,1672237.375,1479410.625,1528085.75,1463133.25,1365571.25,1353674.625,2872723.75,1729766.625,2192722,1766790.625,1964586.375,2613061,1877730,2329408.25,1404818.75,2617945,1018167.4375,1004773.3125,1764505,1180721.75,1288098.375,956714.625,1186975.25,1011537.75,2059882.625,1743907.875,2446259.75,1574674.375,1188120.875,1092645.75,1216517.375,1101237.5,1985433.625,2550468,1859584.25,638630.0625,2004959,2011971.125,2131272.25,2303919.25,1556506.625,689048.3125,771228.125,834311.875
33,381.1878096,395.28914700798,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",NA,6034.16552734375,NA,NA,1590270.625,1629086.625,1610852.375,1644380.625,1672437.25,1593816.125,1738707,1697740.375,1577184.875,1672237.375,1479410.625,1528085.75,1463133.25,1365571.25,1353674.625,2872723.75,1729766.625,2192722,1766790.625,1964586.375,2613061,1877730,2329408.25,1404818.75,2617945,1018167.4375,1004773.3125,1764505,1180721.75,1288098.375,956714.625,1186975.25,1011537.75,2059882.625,1743907.875,2446259.75,1574674.375,1188120.875,1092645.75,1216517.375,1101237.5,1985433.625,2550468,1859584.25,638630.0625,2004959,2011971.125,2131272.25,2303919.25,1556506.625,689048.3125,771228.125,834311.875
34,350.75987536002,368.0711172,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",NA,6034.16552734375,NA,NA,1590270.625,1629086.625,1610852.375,1644380.625,1672437.25,1593816.125,1738707,1697740.375,1577184.875,1672237.375,1479410.625,1528085.75,1463133.25,1365571.25,1353674.625,2872723.75,1729766.625,2192722,1766790.625,1964586.375,2613061,1877730,2329408.25,1404818.75,2617945,1018167.4375,1004773.3125,1764505,1180721.75,1288098.375,49523.125,1186975.25,1011537.75,2059882.625,1743907.875,2446259.75,1574674.375,1188120.875,1092645.75,1216517.375,1101237.5,1985433.625,2550468,1859584.25,638630.0625,2004959,2011971.125,2131272.25,2303919.25,1556506.625,689048.3125,771228.125,834311.875
35,153.41800076802,187.28501996802,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",3006.00634765625,3513.67163085938,NA,2576.572265625,328637.78125,337067.1875,349725.40625,349034.1875,377878.6875,364702.40625,367786.0625,349820.71875,363189.09375,405903.28125,380079.125,420755.84375,402930.625,394699.625,388608.78125,426123.28125,358571.125,391404.875,382298.125,442767.03125,363471.53125,426319.3125,300018.03125,337443.40625,338497.875,338378.34375,483252.28125,415808.84375,362079.53125,487877.125,462478.34375,458466.4375,467027.6875,385335.3125,369373.3125,599559.0625,413216.59375,440094.375,393603.9375,406625.15625,422818.34375,358330.375,289217.90625,321872.28125,486369.53125,414305.40625,451126.875,366877.375,450124.6875,406122.53125,321944.6875,415064.59375,455919.65625
36,187.28501996802,202.608600192,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",5521.056640625,2887.60815429688,NA,NA,290446.53125,291213.78125,289467.3125,326039,316438.34375,309217.75,322477.5625,313934.5625,363189.09375,347097.78125,337774.40625,345631.25,371016.96875,382676.96875,360613.09375,365100.6875,332826.4375,391404.875,319819.4375,406812.46875,343595.8125,420247.5,255804.046875,274705.09375,286419.1875,316094.59375,462588.875,391706.40625,351602.90625,453544.96875,455308.5,428205.375,407167.75,347719.15625,307384.1875,580309.5625,355617.4375,434489.25,320385.84375,401811.78125,346539.5,295822.25,239653.140625,269495.625,439291.59375,402816.6875,417614.9375,314087.65625,352486.625,362681.96875,298450.1875,415064.59375,455919.65625
37,91.61788678398,153.41800076802,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",4769.93505859375,4054.95776367188,NA,2638.87670898438,13497.4853515625,13845.583984375,13345.0087890625,15922.6259765625,15142.5693359375,18175.85546875,13754.9775390625,17042.931640625,16043.9345703125,19771.3203125,9127.580078125,21852.029296875,18446.205078125,21827.60546875,15317.7294921875,18059.5390625,16943.189453125,19153.71875,16434.677734375,19463.365234375,16305.087890625,15256.1396484375,15726.240234375,16446.896484375,14620.345703125,14781.33984375,15673.5263671875,17406.287109375,16633.423828125,14165.4716796875,11611.3359375,11237.07421875,20364.205078125,17526.8359375,26656.716796875,22106.3359375,18272.11328125,15551.9140625,11248.9609375,15984.6357421875,19406.931640625,19708.23828125,20610.119140625,16083.9755859375,17546.984375,19987.91796875,24236.03125,16884.916015625,24355.171875,17983.423828125,14585.0498046875,18984.201171875,15006.779296875
38,202.608600192,211.822178448,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",5521.056640625,4685.15478515625,NA,NA,212551.46875,226950.5625,244383.515625,231636.625,237803.421875,243098.703125,245993.53125,249712.484375,259352.3125,260123.203125,287373.09375,302850.9375,297138.9375,311937.4375,293195.25,271188.1875,262702.96875,279835.25,257047.296875,343477.59375,250117.421875,288260.34375,207230.015625,226531.15625,246632.203125,261912.796875,349920.3125,291476.84375,272929.125,370891.5625,329056.53125,351307.8125,323882.1875,296148.9375,246719.296875,412122.28125,312545.625,316257.59375,300168.8125,308792.15625,295292.03125,245087.515625,210902.5625,238378.03125,344187.6875,311881.46875,329247.8125,271634.75,263363.21875,291184.9375,225778.53125,295091.84375,337457.5625
39,211.822178448,215.83573057602,"[C4H5O2]+",85.02841,"C4H4O2_M+H; C4H6O3_M+H-H2O",4812.56982421875,5175.04345703125,NA,2542.26538085938,190923.71875,213146.890625,211459.65625,196250.5625,201361.875,214513.25,213678.921875,216301.421875,223610.671875,234523.328125,250975.75,249953.375,278244.25,257951.484375,257320.4375,228189.546875,207802.34375,235636.671875,243799.390625,293318.84375,249861.484375,254829.359375,183277.15625,206712.59375,206970.15625,212407.375,284986.9375,276433.25,228918.484375,322499.78125,319037.9375,304131.78125,278954.78125,229860.6875,220809.125,367702.09375,269731.9375,260837.53125,225141.75,262136.015625,238453.34375,213155.453125,179343.953125,199643.53125,294788.875,261311.9375,287597.53125,241527.28125,242637.125,226070.53125,225778.53125,265537.875,285641.125
