"SOIidx","start","end","formula","mass","anot","Bf_1","Bf_2","Bi_1","Bi_2","QC_00","QC_01","QC_02","QC_03","QC_04","QC_05","QC_06","QC_07","QC_08","QC_09","QC_10","QC_11","QC_12","QC_13","Suero_C01_08","Suero_C02","Suero_C03","Suero_C04","Suero_C05","Suero_C06","Suero_C07","Suero_P1_V1","Suero_P1_V3_5","Suero_P1_V4","Suero_P1_V6","Suero_P2_V1","Suero_P2_V3_5","Suero_P2_V4","Suero_P2_V6","Suero_P3_V1","Suero_P3_V3_5","Suero_P3_V4","Suero_P3_V6","Suero_P4_V1","Suero_P4_V3_5","Suero_P4_V4","Suero_P4_V6","Suero_P5_V1","Suero_P5_V3_5","Suero_P5_V4","Suero_P5_V6","Suero_P6_V1","Suero_P6_V3_5","Suero_P6_V4","Suero_P6_V6","Suero_P7_V1","Suero_P7_V3_5","Suero_P7_V4","Suero_P7_V6","Suero_P8_V1","Suero_P8_V3_5","Suero_P8_V4","Suero_P8_V6"
375,390.51623203732,416.37078554666,"[C5H8NO4]-",146.04588,"C5H9NO4_M-H",14563.169921875,12591.7333984375,NA,15777.1005859375,78492.953125,85866.6875,84286.203125,87226.109375,86856.9921875,81069.625,80914.609375,92196.59375,62330.78515625,55265.9296875,43344.11328125,42045.3203125,40010.6953125,36045.28515625,57300.66796875,73593.34375,32847.59765625,49808.3125,107455.4765625,70553.4140625,63871.0234375,61093.5546875,44059.17578125,58700.23046875,53242.22265625,52117.03515625,35225.67578125,40312.65625,49350.6953125,81105.9921875,57375.1484375,63586.05078125,70344.4609375,68027.9375,36885.26171875,52673.3203125,48373.2734375,42186.21484375,52403.24609375,65635.46875,42228.4296875,66776.8125,72668.75,29352.455078125,36218.48828125,40658.20703125,57372.66796875,39902.59765625,43329.40625,45850.33984375,46693.43359375,64669.3203125,101237.453125
376,380,400,"[C6H12NO3]-",146.08227,"C6H13NO3_M-H",NA,NA,NA,NA,143811.015625,149885.28125,152277,140793.3125,144475.015625,137808.78125,141623.21875,152364.484375,149770.203125,155545.625,151407.25,144280.46875,156363.4375,154663.046875,207214.453125,247696.171875,173457.25,247589.1875,224162.375,187448.921875,228419.453125,208537.03125,179664.703125,185995.859375,182802.734375,139979.640625,161519.859375,158745.59375,140670.796875,257724.6875,221628.828125,187213.75,137694.96875,198587.46875,187754.109375,370488.8125,245472.203125,125361.1171875,151137.4375,96057.046875,143116.390625,124908.7265625,111674.53125,56796.55859375,123499.75,120131.1484375,132523.3125,142346.828125,136109.3125,103327.84375,115985.0859375,100335.640625,108074.4296875
377,305,335,"[C3H5ClNaO3]-",146.98304,"C3H5NaO3_M+Cl",NA,NA,NA,NA,14026.6181640625,15808.7333984375,17626.58203125,20040.388671875,16533.740234375,15391.3837890625,18768.169921875,4809.771484375,16983.005859375,16798.947265625,20276.544921875,18335.87890625,20049.142578125,24345.716796875,18455.275390625,3286.54711914062,18832.185546875,20630.189453125,5027.17041015625,16204.64453125,37810.6640625,22136.90625,4192.71142578125,5528.88427734375,26764.375,5706.4775390625,23622.45703125,22447.97265625,18638.83984375,16194.2998046875,23459.736328125,20021.306640625,17356.556640625,3633.1396484375,18829.8203125,3453.74365234375,20113.61328125,20218.640625,17856.302734375,18116.736328125,20839.04296875,4749.55322265625,16468.04296875,18906.71875,6592.24853515625,4373.8310546875,3736.90893554688,17740.765625,7352.40283203125,19910.28125,17063.740234375,17856.810546875,17290.841796875
378,342.5,350,"[C3H5ClNaO3]-",146.98304,"C3H5NaO3_M+Cl",NA,NA,NA,NA,11365.3681640625,10599.7119140625,10594.8115234375,13519.4306640625,10944.537109375,9660.908203125,10900.1455078125,10386.828125,13025.875,11565.6328125,12941.94921875,10046.365234375,9840.4541015625,11293.642578125,11186.0341796875,10027.1865234375,11001.63671875,11949.1748046875,14320.693359375,9502.140625,10288.5546875,12644.1171875,11730.55078125,12480.5380859375,10839.6640625,10496.880859375,8248.470703125,9391.4580078125,11219.365234375,11701.2119140625,11138.5146484375,9235.6484375,10901.6201171875,8704.25390625,8501.0439453125,NA,11071.529296875,9470.8857421875,8074.91552734375,11388.0966796875,11296.9951171875,7332.580078125,6827.091796875,9967.3955078125,7053.9541015625,9778.62109375,10881.154296875,12211.515625,14305.107421875,7697.70458984375,10110.9599609375,10775.5234375,10285.2998046875
379,302.647543447995,332.050554096,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",5961.13232421875,3505.17163085938,NA,3530.51782226562,9585.625,11152.4697265625,11327.7080078125,10077.931640625,12963.95703125,10492.6953125,12560.1201171875,11376.640625,13042.859375,10352.2734375,11160.7236328125,11443.0107421875,11555.59375,13857.0556640625,14293.7578125,15479.990234375,15863.0400390625,15400.564453125,15688.2490234375,10206.3076171875,15939.197265625,12359.794921875,13813.818359375,11367.3466796875,10192.6630859375,11616.74609375,14379.7978515625,10177.013671875,15546.9150390625,11767.7255859375,12335.8623046875,11807.875,10017.8173828125,9439.5966796875,9890.6171875,13512.9169921875,11975.197265625,11101.47265625,13065.51953125,11584.4111328125,14257.873046875,13023.62109375,9260.4384765625,9903.0859375,11340.8447265625,10863.0654296875,13307.607421875,14304.5517578125,10957.39453125,13648.1025390625,14542.23828125,12576.81640625,11495.2998046875
380,289.68648875202,302.47703028798,"[C6H11O4]-",147.06628,"C6H12O4_M-H; C6H14O5_M-H2O-H",4416.1884765625,3275.94409179688,NA,3979.23852539062,19121.388671875,20849.568359375,21017.013671875,18379.7109375,18317.1640625,16602.298828125,18255.431640625,22373.794921875,24929.701171875,22091.87890625,20907.34765625,25504.302734375,27959.9375,25097.384765625,24405.435546875,20504.203125,16067.103515625,27023.384765625,29839.291015625,16219.6015625,21710.166015625,36691.94921875,49948.46484375,34071.39453125,29293.404296875,23041.015625,22625.080078125,31892.01953125,19118.17578125,27727.310546875,41241.03125,23672.46875,32340.900390625,16175.1015625,15428.1650390625,29191.44921875,23759.328125,31710.619140625,36389.16015625,31651.572265625,50143.98828125,26607.51953125,16312.248046875,76364.2890625,20723.8125,19198.01953125,18622.873046875,17701.412109375,18356.0703125,27778.3828125,28706.587890625,22638.74609375,17639.6015625
381,302.47703028798,311.607006672,"[C6H11O4]-",147.06628,"C6H12O4_M-H; C6H14O5_M-H2O-H",5564.6826171875,3275.94409179688,NA,8357.4130859375,20070.0234375,20849.568359375,21017.013671875,18379.7109375,18317.1640625,16602.298828125,18255.431640625,22373.794921875,24929.701171875,20917.138671875,20907.34765625,25504.302734375,27959.9375,25097.384765625,24405.435546875,20504.203125,16067.103515625,27023.384765625,29839.291015625,16219.6015625,21710.166015625,36691.94921875,49948.46484375,34071.39453125,29293.404296875,23041.015625,22625.080078125,31892.01953125,19118.17578125,27727.310546875,47657.3984375,23672.46875,32340.900390625,16175.1015625,15428.1650390625,29191.44921875,23759.328125,31710.619140625,36389.16015625,31651.572265625,50143.98828125,22174.49609375,16312.248046875,76364.2890625,20723.8125,19198.01953125,18723.091796875,17249.54296875,18356.0703125,27778.3828125,28706.587890625,22638.74609375,17639.6015625
382,396.071428571429,422.857142857143,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",32844.3828125,22939.65234375,NA,18702.61328125,41538.46484375,47078.8046875,48020.07421875,47691.25,51780.515625,53852.28515625,60355.44140625,54668.546875,60063.96875,51522.3359375,51164.44140625,53541.515625,49319.6640625,46095.6171875,63553.87890625,68985.1328125,46642.03515625,53877.921875,62024.29296875,56336.546875,63789.203125,57000.7734375,49254.5703125,62311.6640625,54350.31640625,62594.62890625,55895.828125,59795.25390625,67962.9453125,59324.5546875,54269.69140625,44736.3984375,48576.8515625,55762.26171875,54509.63671875,62572.609375,48745.3515625,48143.80859375,56896.1015625,53702.74609375,60720.00390625,66702.6875,58141.84765625,60338.29296875,58490.4765625,57924.8125,75459.15625,54235.1171875,59884.73046875,52151.72265625,52487.01953125,57352.09375,55751.546875
383,170.71983179202,192.07857779202,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",4618.28662109375,4742.62744140625,NA,NA,17695.873046875,23814.65625,20023.728515625,23779.71484375,17668.353515625,22369.576171875,21547.841796875,25647.806640625,30990.24609375,24547.7734375,33251.58203125,26908.3515625,23101.20703125,24590.162109375,21150.72265625,24596.00390625,22251.623046875,26938.916015625,20185.51171875,21731.451171875,27619.921875,26409.552734375,23008.357421875,23905.234375,23225.4609375,22543.189453125,31194.294921875,23291.76171875,30349.4453125,27878.49609375,27303.529296875,25454.626953125,23015.669921875,22051.876953125,21835.3828125,24577.0703125,21009.27734375,30627.205078125,22340.357421875,22145.734375,29678.2109375,31924.8984375,26199.984375,31492.080078125,32207.763671875,32839.140625,23700.212890625,28627.4921875,25356.880859375,35477.4921875,24720.328125,32788.1875,24024.576171875
384,140.833333333333,162.5,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",8603.869140625,5644.42138671875,NA,NA,19824.703125,17276.197265625,20840.904296875,18192.4296875,22041.44140625,21388.02734375,20006.041015625,23038.341796875,30990.24609375,22049.759765625,26036.38671875,23402.392578125,24633.765625,24590.162109375,20462.439453125,23008.263671875,21601.462890625,25042.134765625,19095.078125,24991.232421875,29386.546875,31875.267578125,26905.0234375,26898.322265625,21188.025390625,20724.9296875,25268.9765625,26388.919921875,26402.943359375,28854.60546875,27548.220703125,29494.501953125,22949.03125,22051.876953125,21725.25,29664.640625,22170.607421875,25868.7265625,25410.78515625,24346.759765625,30057.505859375,25455.462890625,27170.232421875,31492.080078125,26825.587890625,32839.140625,23700.212890625,25947.330078125,26981.748046875,29115.697265625,23520.962890625,25964.8828125,25676.470703125
385,192.07857779202,203.036275248,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",4751.255859375,NA,NA,NA,14640.80078125,15559.9541015625,16037.32421875,19634.8984375,16218.59375,17590.388671875,21547.841796875,19623.314453125,21053.287109375,18947.87109375,19723.9921875,23623.65234375,20058.099609375,17423.66015625,20874.04296875,19489.701171875,20174.646484375,22214.0234375,16365.673828125,21731.451171875,18370.314453125,21220.69140625,21256.873046875,21731.447265625,19109.43359375,17149.546875,18803.44921875,23291.76171875,20403.6328125,21685.1640625,27303.529296875,19865.90625,19520.615234375,16317.685546875,19121.37109375,24577.0703125,21009.27734375,19104.544921875,19598.646484375,18337.68359375,20360.841796875,18901.19921875,19675.638671875,17315.15234375,19634.009765625,19370.73828125,20861.26171875,18475.751953125,20840.853515625,24518.625,24720.328125,22329.728515625,19268.79296875
386,203.036275248,214.43851150398,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",4519.23583984375,4400.07470703125,NA,NA,14640.80078125,15559.9541015625,12931.322265625,19634.8984375,14165.19140625,15466.51953125,14359.2392578125,16217.5634765625,21053.287109375,14889.2021484375,16301.8662109375,19007.818359375,20058.099609375,13905.8544921875,17860.9609375,18191.990234375,15857.6162109375,19401.361328125,12510.1630859375,21731.451171875,16799.03515625,16050.6845703125,21256.873046875,15600.8818359375,19109.43359375,15552.072265625,17969.33203125,17588.9765625,17523.423828125,21685.1640625,15266.44921875,17816.130859375,16593.16015625,13974.78515625,15708.5654296875,22403.3984375,15070.544921875,17433.509765625,18843.85546875,16689.63671875,17426.11328125,18901.19921875,17848.921875,14372.04296875,15141,17014.90625,20621.91796875,16418.046875,17179.72265625,23377.984375,17180.1953125,16112.548828125,19268.79296875
387,214.43851150398,243.841522151985,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",4696.775390625,4400.07470703125,NA,NA,12459.9619140625,14545.744140625,13981.4638671875,14615.0234375,14165.19140625,14472.974609375,15498.515625,16217.5634765625,21053.287109375,13136.931640625,15546.705078125,19007.818359375,16931.001953125,15256.0380859375,17860.9609375,15021.837890625,16109.6396484375,15413.7900390625,14939.8994140625,16955.240234375,17326.08203125,17980.068359375,15725.6904296875,18334.435546875,13821.572265625,16941.935546875,17169.34375,14715.71875,19420.138671875,21685.1640625,16358.103515625,17799.2109375,17370.947265625,13804.53125,16169.9541015625,17810.5546875,15311.5283203125,15853.126953125,14929.78125,15139.23828125,15802.6083984375,18294.28515625,16349.689453125,14372.04296875,16337.1875,15064.2080078125,20308.86328125,16716.53515625,17179.72265625,23377.984375,17973.708984375,18081.9921875,17611.6875
388,243.841522151985,273.24453279999,"[C5H7O5]-",147.0299,"C5H8O5_M-H; C5H10O6_M-H2O-H",6395.349609375,3476.9326171875,NA,NA,13150.029296875,11685.8037109375,13981.4638671875,13311.4599609375,12727.5302734375,14281.4638671875,15498.515625,14698.1640625,16514.791015625,12986.1689453125,15546.705078125,15562.580078125,12759.4287109375,15213.166015625,16834.75,12823.9521484375,16109.6396484375,15413.7900390625,14939.8994140625,13266.09765625,17326.08203125,17980.068359375,14444.904296875,18334.435546875,13821.572265625,16941.935546875,15320.3046875,13593.0302734375,19420.138671875,16269.224609375,16358.103515625,14626.0615234375,17370.947265625,13031,16169.9541015625,16530.48046875,15311.5283203125,15366.4384765625,14189.119140625,14113.900390625,15591.189453125,15219.255859375,14118.154296875,12472.2841796875,16337.1875,15064.2080078125,20308.86328125,16716.53515625,15570.7216796875,15557.6865234375,17973.708984375,18081.9921875,13987.0341796875
389,97.5,110,"[C11H15]-",147.11792,"C11H16_M-H",NA,NA,NA,NA,23790.638671875,23572.5625,30081.341796875,35483.53515625,26068.197265625,28675.876953125,29925.056640625,26641.98046875,26296.14453125,23067.21875,19878.482421875,34017.4375,34384.00390625,20586.287109375,NA,NA,NA,NA,19332.91796875,NA,NA,44473.01953125,44872.16015625,53385.03125,78551.25,30757.06640625,43846.03515625,30373.5859375,29904.80859375,NA,10216.6845703125,NA,NA,19762.8984375,15939.693359375,NA,14180.1220703125,51676.57421875,48363.046875,51154.58984375,58140.7734375,24295.486328125,NA,10571.9404296875,17382.875,12826.8779296875,NA,14977.0595703125,17726.486328125,39819.11328125,41503.7734375,41155.66796875,42469.6640625
391,109.43341563198,134.887238832,"[C8H6NO2]-",148.0404,"C8H7NO2_M-H; C8H9NO3_M-H2O-H",NA,NA,NA,NA,48120.73828125,51902.203125,60229.0234375,54175.57421875,48097.98046875,53643.125,54319.54296875,52812.94140625,49339.46484375,46276.90234375,43119.87109375,47371.56640625,40486.375,37487.67578125,41289.70703125,55385.77734375,36329.64453125,41008.3203125,68205.78125,44721.7734375,40766.29296875,78627.2109375,33770.98828125,37961.26171875,45699.7265625,68613,70475.2890625,57836.765625,58587.4921875,78916.2109375,61117.3515625,51096.03125,50783.99609375,36754.359375,29980.794921875,47792.7578125,39460.578125,28440.109375,47286.1171875,33527.3359375,47376.453125,61758.7421875,36187.7578125,25151.3046875,37871.0703125,37723.6484375,42580.53125,38445.25,38263.6953125,38678.15625,39904.5,57445.46875,40100.5625
392,88.346034384,107.86519318398,"[C8H6NO2]-",148.0404,"C8H7NO2_M-H; C8H9NO3_M-H2O-H",NA,NA,NA,5775.17236328125,43648.29296875,50553.00390625,40234.84765625,50824.5,39204.3515625,42828.2578125,48905.01953125,50532.375,45354.19140625,40192.9921875,41273.97265625,36641.5625,37367.390625,29680.876953125,34556.81640625,39907.8828125,28774.49609375,29347.107421875,38542.45703125,44721.7734375,35421.61328125,44625.6171875,32480.13671875,25176.5390625,40644.875,61657.8359375,47603.08203125,47551.8359375,46302.53125,52645.515625,47976.44921875,37114.90625,41100.01171875,33505.6953125,35896.44921875,46542.1640625,34332.1953125,28029.61328125,39829.0390625,28596.25390625,33432.98828125,35944.56640625,28605.642578125,23727.6015625,35951.82421875,32453.435546875,48451.73046875,33108.1796875,40018.76953125,31509.599609375,34861.43359375,38544.7109375,31027.12109375
393,134.887238832,156.819136224,"[C8H6NO2]-",148.0404,"C8H7NO2_M-H; C8H9NO3_M-H2O-H",NA,NA,NA,NA,48120.73828125,51902.203125,60229.0234375,51781.91796875,44081.45703125,53643.125,53721.98828125,50581.6484375,49339.46484375,46276.90234375,40926.9921875,45011.70703125,40486.375,37487.67578125,36766.57421875,55385.77734375,29351.697265625,33033.7890625,68205.78125,40464.08984375,40766.29296875,78627.2109375,33258.09375,37961.26171875,45699.7265625,68613,69390.7109375,53761.8125,54967.25,78916.2109375,61117.3515625,51096.03125,50783.99609375,32478.51171875,22546.033203125,33423.01953125,36143.4453125,25377.80078125,47286.1171875,33527.3359375,47376.453125,56442.7109375,28265.05078125,25151.3046875,37871.0703125,37723.6484375,42580.53125,38398.1640625,35756.75390625,38678.15625,39904.5,42559.1015625,31912.60546875
394,213.25723412802,247.89143184,"[C8H6NO2]-",148.0404,"C8H7NO2_M-H; C8H9NO3_M-H2O-H",4192.595703125,NA,NA,NA,28268.7421875,22769.693359375,22205.48046875,22952.302734375,26407.0625,28050.7421875,25381.697265625,26450.396484375,22112.32421875,24641.55078125,21472.046875,23210.677734375,23116.484375,22293.6640625,24343.10546875,25345.78125,18064.68359375,17556.12109375,18340.939453125,20962.56640625,20603.541015625,23372.779296875,20517.697265625,16479.501953125,18895.548828125,19070.43359375,22113.216796875,22451.55859375,20934.125,22505.76953125,26596.962890625,22981.169921875,18643.673828125,21441.755859375,18899.669921875,26628.890625,25409.208984375,18655.552734375,22194.08203125,15200.0830078125,20094.080078125,29089.560546875,17463.091796875,15265.138671875,25811.4765625,21122.615234375,21727.359375,19414.708984375,19327.927734375,17863.830078125,19227.888671875,21272.3359375,17546.20703125
395,247.89143184,274.96088720534,"[C8H6NO2]-",148.0404,"C8H7NO2_M-H; C8H9NO3_M-H2O-H",4614.38818359375,3352.0869140625,NA,NA,28268.7421875,22769.693359375,20996.6015625,22952.302734375,26407.0625,28050.7421875,25381.697265625,26450.396484375,22112.32421875,24641.55078125,21472.046875,23210.677734375,23116.484375,22293.6640625,21380.373046875,25345.78125,17808.888671875,17556.12109375,18340.939453125,20962.56640625,20603.541015625,23372.779296875,16632.740234375,16479.501953125,18895.548828125,19070.43359375,20869.1328125,22451.55859375,16204.072265625,22505.76953125,26596.962890625,22981.169921875,18643.673828125,21441.755859375,18899.669921875,26628.890625,25409.208984375,18655.552734375,21767.755859375,13051.908203125,20094.080078125,29089.560546875,17463.091796875,14486.0126953125,25811.4765625,21122.615234375,21727.359375,19414.708984375,19327.927734375,17863.830078125,19227.888671875,21272.3359375,17546.20703125
396,274.96088720534,302.03034257068,"[C8H6NO2]-",148.0404,"C8H7NO2_M-H; C8H9NO3_M-H2O-H",2834.140625,3352.0869140625,NA,NA,12593.85546875,9028.951171875,10124.373046875,9960.1455078125,8780.2548828125,9674.15625,10328.3408203125,12118.4833984375,10447.564453125,10384.044921875,10891.8212890625,10409.5546875,10549.2470703125,9532.603515625,11941.4521484375,9805.412109375,10353.2978515625,8798.7255859375,11307.9892578125,8456.47265625,10650.47265625,11638.255859375,7799.7578125,10539.2734375,7770.08056640625,6821.37890625,9115.263671875,10138.759765625,10042.84375,9355.5078125,13087.73828125,9666.6533203125,8406.87890625,10303.3115234375,6527.3720703125,13953.0830078125,10518.1123046875,8536.576171875,10678.3798828125,8286.6484375,7311.83349609375,8320.8369140625,8715.267578125,7653.87451171875,11848.03515625,11452.7529296875,14142.162109375,8495.8671875,8636.8349609375,8280.728515625,8809.0546875,8413.3603515625,7672.0400390625
397,320,335,"[C5H10NO2S]-",148.04377,"C5H11NO2S_M-H",NA,NA,NA,NA,74751.3515625,25880.755859375,74476.1328125,68481.4296875,24911.77734375,69822.5390625,69998.1953125,68373.875,24433.81640625,74623.578125,72579.4140625,72856.0078125,24363.263671875,70125.1015625,104864.734375,42189.45703125,114604.859375,28001.337890625,35135.46875,25889.728515625,38670.6328125,105911.453125,27724.90234375,60274.35546875,23698.259765625,28374.095703125,39082.80859375,20119.87890625,67447.9765625,70857.6171875,80714.6328125,81944.859375,47529.3125,23913.828125,57394.6484375,22955.435546875,92867.5234375,62346.88671875,35698.765625,51326.3203125,24804.734375,32277.453125,29131.154296875,21618.013671875,32321.818359375,18776.173828125,22829.3046875,74604.9296875,20341.58203125,63806.86328125,80634.109375,89766.6875,69095.7421875
399,184.643192352,211.307961664,"[C4H5O4S]-",148.9914,"C4H6O4S_M-H",41250.5625,40839.5,NA,39479.75390625,594864.4375,605779.25,577515.125,553105.6875,570156.4375,619496.3125,545386.8125,547948.375,526349.5,470346.34375,447854.5,462757.4375,440922.75,448976.34375,474989.65625,574506.25,432253.8125,527146.5,478269.8125,564686,473078.78125,454591.71875,434248.71875,412973.625,518698.96875,531503.6875,486360.875,468799.375,486587.625,521914.0625,418304.4375,436686.875,481304.125,518620.46875,484971.375,397995.90625,460498.375,453984.40625,498652.96875,536162.875,481379.53125,470640.78125,450974.8125,428180.875,493076.75,494292.78125,494966.53125,451680.375,465066.1875,475567.6875,429678.8125,488396.84375,567122.3125
400,211.307961664,237.972730976,"[C4H5O4S]-",148.9914,"C4H6O4S_M-H",5813.8369140625,6634.43408203125,NA,4287.7626953125,65448.21875,69975.3671875,67021.15625,60096.796875,69352.859375,60140.953125,50520.5,64577.7109375,51819.80078125,51094.546875,54779.58984375,56683.50390625,51117.28125,49558.28125,55729.3046875,53963.3515625,47774.37890625,60296.95703125,59805.77734375,57722,46382.375,52855.6171875,55523.5625,50296.796875,61053.81640625,58075.78515625,48594.07421875,56135,57966.80859375,60389.3359375,54051.15234375,63792.42578125,51978.82421875,58871.55078125,57237.7734375,44327.55078125,58413.81640625,54550.3984375,57746.51953125,57453.5546875,55592.125,59285.3046875,55272.66796875,44644.81640625,55083.97265625,58035.23828125,49025.68359375,46261.6953125,54624.52734375,51260.71484375,49174.35546875,53763.2734375,56658.82421875
401,141.94182771198,205.394257104,"[C5H9O5]-",149.04555,"C5H10O5_M-H",41216.97265625,40186.09765625,NA,28624.4609375,1895278.5,1859707.875,1889942.375,1978855.875,2038915.125,1982330.25,2033366.5,1950271.125,1893178.75,1870834,1829370.5,1891184.25,1866187.625,1706612.625,1883525.875,1997588.875,1752810,2005332.25,1770850.5,2015322.125,1771107.75,1881492.5,1652781.125,1600849.125,1740252.125,1761761.375,1880903,1818981.375,1773560.125,2008546.875,1999944.375,1869246.375,1911004.625,1979083.125,1795219.125,2197470,1800857.875,1893749.25,1781294.25,1896089.625,1901086.125,1778364,1657594.25,1591406.875,1925965.75,1872737.375,1910297.375,1879392.5,1786170.375,1900395.875,1753748.5,1781356.375,2070836.875
402,205.394257104,230.7255165024,"[C5H9O5]-",149.04555,"C5H10O5_M-H",12069.46484375,3643.33056640625,NA,4885.54833984375,281725.25,305726.5625,286970.46875,257819.84375,312774.53125,296171.40625,286443.15625,291678.6875,309062.65625,300558.3125,311500.40625,289425.5625,323195.34375,313441.78125,265358.375,272220.0625,308018,295999.5625,258696.9375,308575.40625,289008.65625,311675.84375,285280.25,246056.375,236898.359375,275484.71875,294472.53125,301810,248874.5625,333282.53125,348041.46875,326941.9375,282971.8125,283028.9375,276706.15625,326146.46875,293159.5625,319580.09375,294289.15625,263292.375,279946.9375,294525.90625,252695.375,291038.84375,285103.0625,267747.65625,289260.3125,262731.84375,276789.375,262941.875,281007.25,266290.21875,280992.5625
403,177.5,197.5,"[C5H12NO2P]-",149.06056,"C5H15NO3P_M-H2O-H",21552.740234375,5294.576171875,21393.748046875,21356.927734375,132598.546875,125690.6640625,132774.59375,127731.765625,110089.890625,130028.546875,125797.984375,122490.2578125,120411.2109375,127101.609375,113911.5234375,119908.6640625,123030.5703125,126349.0859375,212329.109375,230852.21875,106354.953125,573592.9375,323529.28125,350357.625,232624.125,45950.921875,84559.3203125,150735.796875,93273.625,113768.1484375,96102.703125,93370.5390625,84025.5625,47730.97265625,20511.189453125,26915.35546875,37457.49609375,159476.546875,63446.59375,250940.109375,118472.2265625,249376.71875,249847.328125,216194.421875,337990.03125,79127.296875,67515.578125,35307.69140625,112503.0703125,303799.46875,181330.453125,125455.65625,75979.75,98248.515625,48491.03515625,150103.953125,342998.34375
404,177.5,200,"[C9H9O2]-",149.0608,"C9H10O2_M-H; C9H12O3_M-H2O-H",5218.88916015625,19533.455078125,4635.47509765625,21356.927734375,132598.546875,125690.6640625,132774.59375,127731.765625,112189.234375,130028.546875,125797.984375,122490.2578125,120411.2109375,127101.609375,113911.5234375,119908.6640625,123030.5703125,126349.0859375,212329.109375,230852.21875,106354.953125,573592.9375,364141.4375,350357.625,232624.125,45950.921875,84559.3203125,150735.796875,93273.625,113768.1484375,96102.703125,93370.5390625,84025.5625,47730.97265625,20511.189453125,26915.35546875,37457.49609375,170612.203125,63446.59375,250940.109375,118472.2265625,249376.71875,249847.328125,216194.421875,337990.03125,79127.296875,67515.578125,35307.69140625,112503.0703125,303799.46875,181330.453125,125455.65625,75979.75,98248.515625,48491.03515625,150103.953125,342998.34375
405,310.36368622398,323.19047704002,"[C4H5O4S]-",148.9914,"C4H6O4S_M-H",NA,NA,NA,NA,119919.0078125,123395.8984375,139345.390625,117144.8046875,132742.46875,120443.9609375,117731.4453125,136461.796875,115367.8515625,122155.234375,127679.4765625,103826.7421875,127855.015625,115644.1953125,118709.296875,130388.21875,115625.5234375,113861.3828125,125347.65625,125258.6875,120327.6640625,135901.28125,132973.265625,121721.046875,97038.046875,119591.5234375,105035.0859375,105891.9296875,123919.4921875,116057.234375,150496.125,137509.59375,109545.9296875,101007.78125,113166.0625,130007.7734375,118963.3203125,80557.9765625,115780.5625,99576.59375,107899.1875,128474.453125,114669.265625,85596.2109375,141890.25,103212.984375,119908.6328125,110655.765625,105537.859375,103227.8984375,93009.765625,132640.921875,108804.125
406,296.27115324798,310.36368622398,"[C4H5O4S]-",148.9914,"C4H6O4S_M-H",NA,NA,NA,NA,119919.0078125,123395.8984375,139345.390625,117144.8046875,132742.46875,120443.9609375,117731.4453125,136461.796875,115367.8515625,122155.234375,127679.4765625,103826.7421875,127855.015625,115644.1953125,118709.296875,130388.21875,115625.5234375,113861.3828125,125347.65625,125258.6875,120327.6640625,135901.28125,132973.265625,121721.046875,97038.046875,119591.5234375,105035.0859375,105891.9296875,123919.4921875,116057.234375,150496.125,137509.59375,109545.9296875,101007.78125,113166.0625,130007.7734375,118963.3203125,80557.9765625,115780.5625,99576.59375,107899.1875,128474.453125,114669.265625,85596.2109375,141890.25,66100.2265625,119908.6328125,110655.765625,105537.859375,103227.8984375,93009.765625,132640.921875,108804.125
407,291.34130614398,296.27115324798,"[C4H5O4S]-",148.9914,"C4H6O4S_M-H",NA,NA,NA,NA,98912.65625,102700.3671875,98205.359375,88396.359375,88400.515625,90749.234375,98221.671875,99434.9921875,89374.8671875,74059.96875,64055.19140625,74561.8515625,76213.1171875,89409.2578125,86667.375,80942.2734375,50694.50390625,80803.2734375,101664.8125,95515.34375,83201.5546875,78402.2265625,80470.25,70690.5390625,84332.59375,87857.4765625,82102.046875,78290.34375,90411.890625,99224.7265625,95219.59375,89554.1015625,85576.8046875,82205.6484375,12281.7373046875,62285.9765625,60953.48828125,58131.421875,50785.15625,91340.765625,91499.21875,80138.8671875,75859.8203125,61270.53125,88208.90625,39996.81640625,82038.2890625,78876.09375,69052.34375,65835.53125,69561.2890625,77623.5078125,93076.6796875
