"SOIidx","start","end","formula","mass","anot","Bf_1","Bf_2","Bi_1","Bi_2","QC_00","QC_01","QC_02","QC_03","QC_04","QC_05","QC_06","QC_07","QC_08","QC_09","QC_10","QC_11","QC_12","QC_13","Suero_C01_08","Suero_C02","Suero_C03","Suero_C04","Suero_C05","Suero_C06","Suero_C07","Suero_P1_V1","Suero_P1_V3_5","Suero_P1_V4","Suero_P1_V6","Suero_P2_V1","Suero_P2_V3_5","Suero_P2_V4","Suero_P2_V6","Suero_P3_V1","Suero_P3_V3_5","Suero_P3_V4","Suero_P3_V6","Suero_P4_V1","Suero_P4_V3_5","Suero_P4_V4","Suero_P4_V6","Suero_P5_V1","Suero_P5_V3_5","Suero_P5_V4","Suero_P5_V6","Suero_P6_V1","Suero_P6_V3_5","Suero_P6_V4","Suero_P6_V6","Suero_P7_V1","Suero_P7_V3_5","Suero_P7_V4","Suero_P7_V6","Suero_P8_V1","Suero_P8_V3_5","Suero_P8_V4","Suero_P8_V6"
1,172.5,190,"[C5H5O]-",81.03459,"C5H6O_M-H; C5H8O2_M-H2O-H",NA,NA,NA,NA,56530.71875,60323.14453125,57067.44921875,54979.375,56667.0546875,57537.2265625,48270.94921875,52317.703125,44893.078125,49977.87109375,54786.58984375,50748.86328125,43814.26953125,43080.015625,44407.71484375,51837.796875,52432.21484375,45989.45703125,43705.73828125,68200.546875,51896.2578125,46265.3046875,43002.96875,51754.76953125,50588.0703125,44276.328125,51752.109375,49647.86328125,48765.7421875,55618.87890625,58443.32421875,55439.51171875,50862.58984375,57588.26953125,47276.171875,60500.16015625,51697.3671875,47885.734375,58025.76953125,44162.078125,48057.953125,57416.2578125,43641.1484375,35314.9453125,59490.33984375,55855.04296875,52555.4609375,54403.55859375,49485.76953125,43771.90234375,37863.80859375,50966.203125,52872.92578125
2,155,172.5,"[C5H5O]-",81.03459,"C5H6O_M-H; C5H8O2_M-H2O-H",NA,NA,NA,NA,56530.71875,60323.14453125,57067.44921875,54979.375,56667.0546875,57537.2265625,48270.94921875,52317.703125,44893.078125,49977.87109375,54786.58984375,50748.86328125,43814.26953125,43080.015625,44407.71484375,51837.796875,52432.21484375,45989.45703125,43705.73828125,68200.546875,51896.2578125,46265.3046875,43002.96875,51754.76953125,50588.0703125,44276.328125,51752.109375,49647.86328125,48765.7421875,55618.87890625,58443.32421875,55439.51171875,50862.58984375,57588.26953125,47276.171875,60500.16015625,51697.3671875,47885.734375,58025.76953125,44162.078125,48057.953125,57416.2578125,43641.1484375,35314.9453125,59490.33984375,55855.04296875,52555.4609375,54403.55859375,49485.76953125,43771.90234375,37863.80859375,50966.203125,52872.92578125
3,164.958653856,186.212791056,"[C4H3O2]-",83.01385,"C4H4O2_M-H; C4H6O3_M-H2O-H",5118.1845703125,7229.01904296875,NA,5445.8662109375,173162.609375,143762.703125,172610.171875,138033.28125,149753.6875,174271.015625,164647.09375,144377.0625,156531.046875,168535.015625,146917.859375,151209.90625,174080.453125,159844.265625,162779.421875,157824.65625,155056.71875,160997.1875,163769.015625,182826.671875,147424.3125,143191.484375,111712.78125,117609.859375,135789.96875,163661.28125,174231.390625,167967.140625,178270.046875,165659.8125,158558.15625,152263.09375,165012.65625,147451.890625,152494.859375,172005.578125,143989.21875,144223.6875,142762.578125,153674.375,148954.421875,159092.171875,146950.203125,128584.8828125,161879.625,133995.859375,156551.671875,163354.25,158070.625,131539.421875,148990.40625,160543.625,165359.03125
4,154.09544435202,164.958653856,"[C4H3O2]-",83.01385,"C4H4O2_M-H; C4H6O3_M-H2O-H",NA,NA,NA,6161.50146484375,173162.609375,140766.5625,172610.171875,137410.3125,149753.6875,174271.015625,164647.09375,144377.0625,156531.046875,168535.015625,146917.859375,151209.90625,174080.453125,159844.265625,148180.640625,157824.65625,155056.71875,160997.1875,163769.015625,182826.671875,147424.3125,134224.6875,108466.625,117609.859375,135367.5625,148697.90625,174231.390625,167967.140625,178270.046875,165659.8125,148667.3125,152263.09375,165012.65625,147451.890625,152494.859375,170461.796875,143989.21875,138563.90625,142762.578125,153674.375,148954.421875,159092.171875,146950.203125,128584.8828125,160801.109375,133995.859375,156551.671875,163354.25,158070.625,131539.421875,148990.40625,160543.625,164036.828125
5,186.212791056,208.984086096,"[C4H3O2]-",83.01385,"C4H4O2_M-H; C4H6O3_M-H2O-H",4155.1611328125,7229.01904296875,NA,5445.8662109375,107794.6796875,108099.6328125,140519.5,138033.28125,126023.1796875,132203.875,112980.6328125,113437.1875,135314.578125,153178.953125,119642.40625,121340.984375,124603.84375,137437.375,109523.0234375,127252.6640625,109346.5234375,113628.0859375,124880.2421875,150014.546875,127218.296875,118134.6953125,111712.78125,109146.0078125,132626.359375,129611.2109375,138568.140625,123712.125,121824.8359375,137117.828125,145298.15625,136509.5625,140218.609375,129152.875,94796.84375,97634.9453125,133822.765625,107822.265625,113603.375,120812.3046875,144601.28125,113994.96875,99531.734375,105470.875,161879.625,100621.0703125,128129.859375,115230.6328125,147865.296875,118851.578125,120521.1015625,145298.015625,160199.59375
6,208.984086096,231.755381136,"[C4H3O2]-",83.01385,"C4H4O2_M-H; C4H6O3_M-H2O-H",NA,NA,NA,NA,23361.830078125,22893.7421875,20692.357421875,21006.841796875,20119.861328125,22580.1484375,23884.0703125,26149.046875,21942.23828125,19717.34765625,25653.328125,22377.423828125,21194.802734375,25048.078125,19306.6328125,19006.77734375,19564.7109375,22823.17578125,22804.603515625,21071.3125,27196.29296875,21469.966796875,18964.833984375,16700.228515625,18939.1875,22631.62890625,23709.701171875,22769.56640625,19485.748046875,23544.70703125,26467.595703125,28313.244140625,22716.953125,18558.255859375,19360.703125,26603.294921875,23080.123046875,24465.037109375,20558.544921875,21948.953125,20632.091796875,18975.837890625,20300.142578125,24339.23046875,27623.294921875,12019.201171875,22148.181640625,24776.517578125,23365.09765625,18716.34375,18406.375,23521.447265625,23412.486328125
7,122.5,132.5,"[C4H3O2]-",83.01385,"C4H4O2_M-H; C4H6O3_M-H2O-H",NA,NA,NA,NA,10615.9814453125,14706.3232421875,13934.9462890625,14620.6767578125,14156.978515625,16978.9453125,17400.384765625,12264.4365234375,12050.13671875,14522.6435546875,11132.5859375,14150.4013671875,14807.1923828125,14512.546875,10076.80859375,9781.18359375,11850.830078125,8982.6962890625,11180.77734375,20306.162109375,14282.828125,14071.6171875,21737.55859375,14992.1484375,13094.4931640625,15712.7412109375,11005.8603515625,15884.5,12874.84765625,15466.056640625,11602.0888671875,13448.4208984375,13895.93359375,11810.1357421875,11923.46484375,15548.2109375,13268.4755859375,18541.7109375,10620.9599609375,12931.7509765625,16120.8994140625,13667.3984375,13369.8525390625,12764.634765625,14788.154296875,6603.896484375,6096.1474609375,6394.8642578125,9784.8955078125,13572.8271484375,16445.09375,16894.76953125,11652.2080078125
8,135.27861814398,210.50642814402,"[C4H5O2]-",85.0295,"C4H6O2_M-H; C4H8O3_M-H2O-H",21482.55078125,24218.419921875,NA,20928.38671875,646465.3125,650458.1875,616261.8125,683077.8125,693987.125,694807.9375,663233.625,650263.75,675669.75,657277,614815.0625,676056.375,612590.8125,615111.5,640246.6875,668062.4375,648956.875,684667.8125,620873.8125,734017.25,648182.125,605507.4375,550893.4375,512868.90625,583424.75,665473.3125,678311.25,682479.6875,601668.9375,695093.3125,692566.375,636968.0625,669603.5,628742.4375,655913.5625,772209.625,620523.5625,674817.1875,615690.0625,643038.5625,638216.9375,593692.9375,534910.5625,548707.25,715365,648406.1875,677545.375,662926.75,602505.9375,638230.1875,587608.0625,619043.3125,673954.4375
9,210.50642814402,225.453302736,"[C4H5O2]-",85.0295,"C4H6O2_M-H; C4H8O3_M-H2O-H",13147.5185546875,11396.208984375,NA,14709.8427734375,71435.0546875,86948.4140625,71439.7578125,72990.0546875,80830.703125,74903.0703125,76385.4296875,71675.15625,71368.1328125,83814.390625,75119.5390625,74524.1328125,73807.8515625,88503.9609375,69160.25,85794.9296875,82381.25,71232.7890625,73611.1328125,70401.3984375,67091.625,79551.3125,62214.046875,66901.4921875,73166.59375,61935.97265625,71710.875,85356.6796875,67069.0859375,84961.140625,77986.671875,104204.5390625,73872.484375,73497.015625,81204.546875,87382.4453125,94649.6953125,75024.8828125,77313.9296875,70981.078125,91824.9609375,63773.91015625,72462.09375,64952.18359375,79423.53125,74229.78125,77078.46875,69457.046875,69050.078125,72770.234375,66632.1171875,36476.9453125,76539.921875
10,86.77629260802,105.922733376,"[C4H5O2]-",85.0295,"C4H6O2_M-H; C4H8O3_M-H2O-H",24082.978515625,19187.345703125,NA,15970.7431640625,56557.86328125,45936.25,50294.7734375,68803.921875,43679.34375,74343.8203125,71362.171875,62754.8671875,57076.5234375,56831.38671875,48122.46484375,51175.12109375,41660.51953125,44340.140625,39473.81640625,45507.94140625,56285.08203125,51732.90234375,48824.15625,52674.6875,48491.87109375,44134.859375,42911.6171875,49990.75,55361.25,82664.75,76133.21875,49730.00390625,53851.828125,53455.9921875,55552.01953125,46266.90625,54485.75390625,61270.0390625,55951.21484375,32545.552734375,42900.078125,64428.1484375,50994.35546875,46768.78125,43168.21875,38466.0234375,48091.3203125,45122.97265625,41238.171875,40269.48828125,50873.4609375,53003.05078125,55151.1953125,53021.19921875,48822.6171875,61857.09375,56974.953125
11,85,112.5,"[C5H9O]-",85.06589,"C5H10O_M-H; C5H12O2_M-H2O-H",NA,NA,NA,NA,88391.96875,62946.87890625,73717.4765625,70014.203125,75337.3203125,65216.921875,77896.875,63439.41015625,67075.703125,88064.28125,55085.71484375,64560.41796875,58818.2421875,72446.203125,60807.875,91417.484375,84578.5390625,66882.3125,115087.65625,73068.7265625,101669.9921875,59011.453125,57023.7109375,41097.51953125,66951.359375,54849.62109375,56669.984375,37369.42578125,35476.2265625,63628.78125,70935.328125,78770.0703125,66232.0390625,93803.3046875,51906.55078125,117247.953125,61775.73046875,88991.15625,68917.9140625,66041.640625,51894.97265625,89489.9140625,68767.9453125,79100,48129.3984375,87673.828125,95541.59375,76557.0859375,83477.8046875,42649.3828125,70959.53125,49695.78125,64189.66796875
12,225.453302736,259.769241264,"[C4H5O2]-",85.0295,"C4H6O2_M-H; C4H8O3_M-H2O-H",10780.28125,10943.6689453125,NA,14579.314453125,49061.16796875,47645.86328125,45357.76171875,45825.62109375,44508.01953125,57286.265625,49986.37109375,47434.36328125,43738.13671875,49097.265625,40017.06640625,55159.046875,50780.875,55653.15625,48556.0625,44697.54296875,44007.03125,46893.390625,41839.58984375,49943.45703125,44856.875,51586.7265625,27260.357421875,39665.375,37658.98828125,48012.92578125,46010.875,43958.80078125,42290.72265625,55449.65625,50792.89453125,51563.71484375,44526.80078125,44272.80859375,39814.15234375,56695.25390625,54254.52734375,41585.16796875,34993.45703125,47725.64453125,51637.3984375,37930.48046875,45687.31640625,41299.83984375,49929.64453125,25319.615234375,39848.95703125,49412.95703125,48862.31640625,45702.1796875,45775.453125,36332.96484375,49106.25
13,255.35465747202,268.73947366398,"[C3H4NO2]-",86.02475,"C3H5NO2_M-H; C3H7NO3_M-H2O-H",5960.58447265625,4691.55810546875,NA,5506.57763671875,21033.021484375,23701.896484375,19642.283203125,20255.14453125,20279.248046875,20914.37109375,24285.775390625,24127.6015625,20712.404296875,20164.443359375,18477.296875,14672.65234375,18975.6796875,19092.720703125,23450.0859375,29521.927734375,21832.21875,26633.359375,27941.72265625,25473.619140625,24280.271484375,18979.9375,18362.966796875,17853.40625,20155.47265625,19948.3984375,24685.685546875,19665.765625,27782.1484375,16241.998046875,18797.90234375,17843.53125,21265.626953125,26674.78125,23072.326171875,24863.5625,21100.279296875,23257.6953125,23049.33984375,20548.873046875,21164.64453125,26625.89453125,20522.642578125,19426.490234375,21475.740234375,23263.150390625,22104.36328125,18777.33203125,19964.5625,20755.875,21711.173828125,18389.494140625,17815.90625
14,149.38892920002,176.84638883202,"[C3H3O3]-",87.00877,"C3H4O3_M-H; C3H6O4_M-H2O-H",138595.234375,129318.1328125,NA,127517.1484375,23981908,24111730,24868036,24785148,25836824,25618904,23746994,23916892,24451812,24710026,24420218,25208406,23485318,23137018,22219048,21514466,11717596,19744538,25088252,29046152,14216338,18079992,18857978,19481942,18631498,24918752,25432778,35538880,18867188,22559604,29337800,36418752,20511044,21820376,16241816,28675952,14599184,19574684,13297087,22197284,18556320,21006776,15968281,15448872,41792580,20868162,22642784,20204964,25523406,21617836,18198228,20019944,43329400
15,176.84638883202,183.09363343998,"[C3H3O3]-",87.00877,"C3H4O3_M-H; C3H6O4_M-H2O-H",138595.234375,129318.1328125,NA,129578.671875,17720856,17300140,17709664,17413674,18438128,17328936,17789066,17756318,17212368,17351870,17461706,17227822,20087640,20776042,15617608,14206849,11717596,14237034,18669270,19669760,11187074,15677347,17186224,16377987,15683766,18202076,17769238,23444808,15856485,15729374,23377516,26895848,13814655,16637472,12087490,15819404,13433730,13597344,10712095,15829658,13482818,15260144,13513283,12730739,23328172,14535469,15020187,15030788,17852560,17030282,13985503,13742339,26204598
16,183.09363343998,261.789576288,"[C3H3O3]-",87.00877,"C3H4O3_M-H; C3H6O4_M-H2O-H",138595.234375,129318.1328125,NA,129578.671875,10063327,9991687,9343150,9929769,9933778,9475573,9958515,9791075,9684371,9394784,9686138,9364217,12801924,12627525,9051033,8319184,8635456,8295743.5,10586751,9947252,6964289.5,10851490,12285011,9463790,9634100,10074254,9527052,12423667,9645760,8858194,12888185,16570531,8221228.5,8883849,7490985.5,9001585,9517344,7789882,6738029,9225002,8005777,9041401,8730537,7508587.5,12063613,7923564.5,8831473,8301157,9780586,9373683,7814897.5,7970261.5,13840518
17,105.52707895998,149.38892920002,"[C3H3O3]-",87.00877,"C3H4O3_M-H; C3H6O4_M-H2O-H",60008.86328125,58804.34375,NA,87147.2265625,20857728,21946112,22186592,22854948,22374094,22222252,20755578,21461078,22536816,20441842,20971428,21331950,17340172,18009560,20716686,17594868,6904390.5,16970640,21026978,26313098,10762588,12420157,13326432,16066238,15261906,23165202,21999548,35138440,15899749,19764130,24222862,30745446,17988536,17698096,13431696,26229854,9564833,17625112,10483827,19572414,14714029,18075868,12529227,12288053,40725132,17802412,19734344,17439902,23092426,18939368,15613961,17280302,42333692
18,184.252000848,198.341819904,"[C4H7O2]-",87.04515,"C4H8O2_M-H; C4H10O3_M-H2O-H",28190.208984375,29612.453125,NA,28833.98828125,235299.046875,207543.171875,209964.171875,197099.75,188352.90625,215672.328125,202138.59375,228589.265625,201296.015625,195043.25,215651.703125,198358.921875,229963.375,237510.296875,262991.4375,327905.6875,266233.1875,204685.4375,87860.7734375,252940.515625,366715.09375,297203.625,194960.140625,246709.6875,242590.5,208985.28125,202302.40625,188706.34375,221607.09375,217980.46875,233380.78125,200984,304033.15625,206072.28125,168269.859375,303843.125,148328.296875,172202.96875,177309.9375,201760.578125,259406.109375,267462.125,199848.296875,126149.859375,156524.625,167335.28125,184467.03125,239896.453125,136134.140625,142936.578125,230568.203125,220740.15625,122705.3671875
19,150.570066144,172.24397852802,"[C4H7O2]-",87.04515,"C4H8O2_M-H; C4H10O3_M-H2O-H",11541.6005859375,14023.2275390625,NA,12056.7529296875,116568.9921875,106235.78125,112147.625,136194.828125,117674.9765625,126701.9375,115922.734375,110053.5,104344.4921875,102976.921875,116670.359375,107005.9375,119499.46875,104776.8046875,118376.984375,122603.4140625,97275.03125,99506.5625,116113.8828125,111021.421875,116019.421875,103455.2421875,97756.5078125,89332.4375,128940.21875,96196.640625,119102,112361.921875,110072.890625,130302.859375,112275.53125,118049.8125,122565.890625,108501.5390625,99718.703125,122782.2421875,102812.1015625,107490.484375,100562.0390625,107510.7109375,106123.296875,116227.1796875,94727.6953125,86598,96023.890625,105419.6953125,104916.125,105289.78125,108697.2890625,106133.421875,110382.3046875,112251.6640625,113610.40625
20,172.24397852802,184.252000848,"[C4H7O2]-",87.04515,"C4H8O2_M-H; C4H10O3_M-H2O-H",28190.208984375,29612.453125,NA,28833.98828125,235299.046875,207543.171875,209964.171875,197099.75,188352.90625,215672.328125,202138.59375,228589.265625,201296.015625,195043.25,215651.703125,198358.921875,229963.375,237510.296875,262991.4375,327905.6875,266233.1875,204685.4375,116113.8828125,252940.515625,366715.09375,297203.625,194960.140625,246709.6875,242590.5,208985.28125,202302.40625,188706.34375,221607.09375,217980.46875,233380.78125,185763.21875,304033.15625,206072.28125,168269.859375,303843.125,148328.296875,172202.96875,177309.9375,201760.578125,259406.109375,267462.125,199848.296875,126149.859375,156524.625,167335.28125,184467.03125,239896.453125,136134.140625,142936.578125,230568.203125,220740.15625,122705.3671875
21,261.789576288,279.236742072,"[C3H3O3]-",87.00877,"C3H4O3_M-H; C3H6O4_M-H2O-H",72411.3359375,69254.734375,NA,143664.15625,773280.0625,726865.9375,777948.5,695944.8125,742923.5625,726035.125,758237.1875,760634.5,751360.4375,735099.75,681595.375,672812.75,667540.9375,670513.5625,868351.6875,775119.1875,578618.25,858759.4375,1245256,848824.5625,781708.1875,925908.9375,1135293.875,1271190.5,839788.625,1139783.25,1027956.75,1399908.375,1038858.625,1177423,1236930.25,1855640.125,1014290.625,696629.1875,915667.625,1758372.25,844680.8125,896549.3125,760617.0625,1056365.375,1062607.375,1051749.875,669066.625,881726.4375,1752553.875,742618.3125,1077272.75,1072576.75,1113024.125,1084441.875,962190.8125,898004.375,1776780.375
22,269.57025147198,287.63475838398,"[C2H3N2O2]-",87.02,"C2H4N2O2_M-H",7902.99609375,7126.7529296875,NA,9882.7138671875,66566.34375,72010.1875,74319.78125,67629.6328125,63578.4453125,59394.43359375,66347.921875,81276.5546875,67640.3671875,58503.5546875,56922.41015625,54369.18359375,80515.4609375,60966.37109375,64067.67578125,77826.65625,58405.71875,54324.46484375,75646.40625,69373.5078125,74726.53125,70645.6796875,72102.078125,63682.25,58116.5078125,61114.53125,63178.6015625,59711.93359375,66980.2265625,53317.03515625,61421.43359375,61478.9765625,54077.78515625,69878.2578125,69793.6796875,76973.6640625,72270.875,56036.37109375,56203.55078125,69076.40625,63416.0546875,81550.921875,62355.453125,61993.68359375,59072.7890625,52068.5625,63489.47265625,64080.07421875,67503.578125,58586.65625,66056.5234375,56466.21484375,46322.5703125
23,287.63475838398,299.154637872,"[C2H3N2O2]-",87.02,"C2H4N2O2_M-H",7902.99609375,6808.56689453125,NA,9882.7138671875,65722.9921875,69573.328125,65475.296875,53984.75390625,54304.15234375,53609.94140625,60848.7578125,64239.6796875,57895.265625,58503.5546875,53550.1484375,54369.18359375,54243.109375,60667.08984375,55863.36328125,63380.48046875,58405.71875,45637.4921875,56506.62109375,60164.57421875,58863.265625,65383.41796875,52536.95703125,47172.89453125,44849.90234375,49914.8828125,58312.37890625,53505.359375,52172.1640625,46646.84375,58972.46484375,61478.9765625,51560.7890625,64656.453125,65514.16015625,63344.46875,60385.98046875,53236.76171875,56203.55078125,51395.51953125,61469.8203125,58096.94140625,57186.57421875,55034.22265625,59072.7890625,52068.5625,57714.1796875,60894.765625,50459.31640625,54918.2890625,50034.296875,56466.21484375,46322.5703125
24,225.07266261334,251.80350532268,"[C4H7O2]-",87.04515,"C4H8O2_M-H; C4H10O3_M-H2O-H",8931.9521484375,10559.04296875,NA,9829.8388671875,33189.76171875,33112.97265625,30777.82421875,29222.935546875,32396.9765625,36628.37109375,34322.28515625,28495.173828125,29078.880859375,30735.158203125,27024.6328125,35406.609375,30379.34375,31063.51953125,30713.109375,42406.51171875,25927.267578125,28573.982421875,27362.2890625,32609.439453125,59037.578125,27223.6953125,29122.541015625,27991.552734375,29925.328125,23063.3515625,25271.2578125,27140.044921875,25858.19921875,34405.0234375,32596.1796875,34780.30078125,35622.94140625,25559.958984375,23724.861328125,39465.7421875,23662.056640625,30335.064453125,29720.892578125,29096.775390625,38852.9921875,24667.060546875,22358.357421875,39556.75390625,23099.04296875,25664.07421875,34526.9921875,35012.10546875,39824.30859375,45870.1015625,44040.98828125,41940.59765625,43313.9609375
26,354.30357918402,382.84923345602,"[C3H6NO2]-",88.0404,"C3H7NO2_M-H",13603.705078125,10974.49609375,NA,11321.73828125,451118.90625,490704.90625,532198.4375,461805.28125,499364.4375,477591.53125,495473.375,485094.78125,490785.34375,489283.125,460890.40625,507597.15625,496618,485863.40625,520332.625,441834.6875,557894.0625,448509.9375,486802.1875,542546.75,407833.84375,408861.5625,552936.375,438394.59375,559013.5,441245.5625,695057.25,508910.6875,488572.3125,659436.625,560264.625,516549.875,426066.96875,370839.5625,270983.6875,526470.3125,356868.28125,341081.5625,419602.125,318128.3125,404313.71875,537289.3125,722583.1875,498079.34375,511472.0625,521512.84375,561099.1875,480634.125,465829.53125,470340.34375,485582.96875,434147.25,588048.8125
27,303.750339168,316.137962304,"[C3H6NO2]-",88.0404,"C3H7NO2_M-H",12032.998046875,11211.2373046875,NA,7557.869140625,32608.3984375,40038.32421875,44098.484375,40955.9609375,32279.982421875,35829.3125,40703.046875,34410.265625,33664.88671875,31772.234375,32306.912109375,38107.0703125,31377.197265625,32791.78515625,40648.5546875,38162.87890625,29204.38671875,34859.05859375,39657.59375,31990.880859375,38973.48828125,30006.29296875,37361.02734375,30241.259765625,33521.50390625,31419.712890625,34114.01171875,35846.96875,26976.97265625,41563.71484375,33138.66015625,31049.068359375,32397.935546875,40394.0078125,33923.89453125,70000.9375,34263.0390625,38667.546875,40289.55078125,39412.28515625,41889.42578125,31457.119140625,29545.474609375,23376.810546875,27959.783203125,36359.86328125,40216.71875,36960.3828125,36666.17578125,36387.31640625,35962.0859375,33590.0234375,30202.775390625
28,167.26700392002,181.91927575998,"[C2HO4]-",88.98803,"C2H2O4_M-H",5842.736328125,9407.306640625,NA,7688.75146484375,25555.341796875,25730.451171875,32236.400390625,23773.140625,29182.376953125,26646.826171875,27228.962890625,23706.50390625,34641.3046875,33105.75390625,29715.890625,30449.373046875,30709.923828125,32896.69140625,33185.69140625,30604.3671875,33670.29296875,27267.61328125,25160.408203125,28507.083984375,28915.748046875,30177.06640625,29436.87890625,22290.12890625,32364.982421875,29333.77734375,31649.29296875,26127.875,31285.41796875,35251.5703125,33549.703125,32119.53125,24868.671875,30809.560546875,24353.623046875,27277.951171875,29515.3671875,28918.275390625,34301.4765625,27700.826171875,32425.322265625,33011.09765625,28190.65234375,30641.248046875,28424.642578125,26378.6640625,26172.08203125,31140.69140625,24722.17578125,29612.916015625,29629.66015625,28448.748046875,35941.29296875
29,287.21708320002,338.23860660798,"[C3H5O3]-",89.02442,"C3H6O3_M-H; C3H8O4_M-H2O-H",616386.6875,534193.5625,NA,266114.5625,13636092,13386241,13450865,12857956,12724847,12723513,13558742,13782636,14066757,14310999,14107815,14237623,14635859,14735293,13928625,17574288,11059688,12977479,26463702,14528379,21751450,18246192,14845400,14842497,13310016,14350379,13439212,16749011,13481031,15598510,19169522,23027936,14852951,11463327,9876015,23657072,10455014,12093433,13518013,13638659,13610485,13366043,13335547,10068737,16536454,11595450,13729262,14034265,13451586,13149596,13245352,13521753,15950668
30,338.23860660798,355.149697872,"[C3H5O3]-",89.02442,"C3H6O3_M-H; C3H8O4_M-H2O-H",616386.6875,534193.5625,NA,266114.5625,4177955,4257769.5,4396590.5,4189667.25,4096610.5,4025550.25,4523610.5,4664837.5,4791536.5,4790045.5,4847767,3048929.25,5408845,5296858.5,4662446,4602196,4847107.5,4603341.5,5251763,4608201,5261441.5,5395287,3504916.75,3794882.25,4576856.5,4809239,4783892.5,5024671,4666044,4920901.5,3410464.75,5580680,4695449.5,4276610,2488407.25,2723208.5,4805685.5,4596235,4673949,4605417.5,4551928,4724564,4835120,4664545,5097535.5,2357409.5,4569890,4771763.5,4750554,4598662.5,4652877,4630284.5,4457919.5
31,142.72620088002,203.82463393602,"[C3H5O3]-",89.02442,"C3H6O3_M-H; C3H8O4_M-H2O-H",384211.25,389513.375,NA,225411.984375,13082144,12929676,13064734,13294125,13603457,14001196,13091469,12677859,12977817,12414236,12779279,12771718,12921749,12245926,12623744,13892186,12348481,13198363,12483027,13894100,12313411,12318749,11062039,11090992,11453916,12067970,13408485,12809941,11993318,13642168,13464359,13156109,13138662,13056821,12699677,14708036,12794718,13344583,12349282,12783748,13087336,12212658,11298245,11001135,14168480,13123203,12967452,12882555,12744576,12653732,12492005,13319492,14777002
32,203.82463393602,231.62211702402,"[C3H5O3]-",89.02442,"C3H6O3_M-H; C3H8O4_M-H2O-H",200896.9375,174310.03125,NA,94512.2578125,2079804.25,2123756,2096428.125,2077445.25,2137623.5,2184259,2135500.5,2117070.5,2231082.75,2195558.75,2144159.25,2227512.25,2514303.25,2473156.5,2146952.75,2327817.5,2419519.75,2127262,1915291,2207995,2177127.25,2475065.5,2127953.5,2008799.625,2008073.5,2014945.75,2335554.5,2186637,2035591.25,2270927.25,2564386.25,2652176,2146384.5,2162174.75,2074245,2351495.25,2431637,2426619.5,2082247.875,2068862.75,2127534,2075731.125,1936866.625,1999374.375,2268162.25,2086900.875,2151278.5,2154777.5,2111138.5,2078483.375,2045841.625,2076121.625,2407173.75
33,122.59037518401,142.72620088002,"[C3H5O3]-",89.02442,"C3H6O3_M-H; C3H8O4_M-H2O-H",158168.78125,145038.640625,NA,76705.453125,496943.625,529189.6875,518732.3125,627300.8125,560542.6875,603286.875,574006.25,572798.9375,626361.375,593770.0625,610770.0625,648290.6875,690879.5,664722.375,416508.6875,434626.40625,481802.15625,441693.125,417453.8125,370709,546913.875,492476.09375,569801.125,457508.4375,473529.9375,398764.625,493895.78125,458668.5,404472.90625,327072.40625,453744.71875,360577.5625,348988.1875,360962.3125,385257,673841.875,424362.125,381594.9375,441615.34375,427309.8125,391954.125,454301.59375,866203.375,560213.375,474529,436167.25,507450.625,571127.5,482126.21875,412973.28125,369670,357018.125,456020.90625
34,355.149697872,383.32415838933,"[C3H5O3]-",89.02442,"C3H6O3_M-H; C3H8O4_M-H2O-H",582209.5625,489138.15625,NA,264690.59375,2797664.25,2786446,2883172,2603909,2681714.25,2740568.75,2860574,2777178.25,2872831.25,2800542.75,2868101,3048929.25,3097572,3077877.75,2535439,2914010.25,2607228,2794792,3184784.5,2507045.75,2917421.5,3968702.75,3504916.75,3794882.25,3470400.25,2683751,2859608,2939734.5,2874411,3376895.75,3410464.75,3664471,2993625.25,2524416,2488407.25,2723208.5,2742335.5,2978557.5,3311782,3048786.75,2942295,2414241.25,3008655.5,2680561.75,2913991,2357409.5,2540710.5,2443856.75,2551483.5,2813685.75,2641551.5,2958040.75,2756454.75
35,231.62211702402,259.41960011202,"[C3H5O3]-",89.02442,"C3H6O3_M-H; C3H8O4_M-H2O-H",166289.734375,136468.546875,NA,77117.2421875,715928.4375,739347.8125,694037.1875,713873.125,766327.875,762454,749947.6875,746180.125,728053.875,764558.1875,756959.375,739645,874148.125,878376.5625,695862.3125,760798.125,752313.25,803344.6875,695578.9375,767947.4375,732843.6875,806680.375,707241.5,636438.1875,677992.8125,702319.9375,829989.0625,781084.1875,670762.125,823811.6875,910225.375,944208.125,801959,732239.25,722842.25,872614.8125,827510.875,847102.25,727860,749389,761814.625,663837,664227.0625,675982.9375,799010.1875,402171.03125,775215.0625,736511.6875,754935.1875,749786.3125,691767.125,762919,821909.9375
