"SOIidx","start","end","formula","mass","anot","Ampolla_P1_V1","Ampolla_P1_V3_5","Ampolla_P1_V4","Ampolla_P1_V6","Ampolla_P2_V1","Ampolla_P2_V3_5","Ampolla_P2_V4","Ampolla_P2_V6","Ampolla_P3_V1","Ampolla_P3_V3_5","Ampolla_P3_V4","Ampolla_P3_V6","Ampolla_P4_V1","Ampolla_P4_V3_5","Ampolla_P4_V4","Ampolla_P4_V6","Ampolla_P5_V1","Ampolla_P5_V3_5","Ampolla_P5_V4","Ampolla_P5_V6","Ampolla_P6_V1","Ampolla_P6_V3_5","Ampolla_P6_V4","Ampolla_P6_V6","Ampolla_P7_V1","Ampolla_P7_V3_5","Ampolla_P7_V4","Ampolla_P7_V6","Ampolla_P8_V1","Ampolla_P8_V3_5","Ampolla_P8_V4","Ampolla_P8_V6","Bf_1","Bi_1","Bi_2","QCa_00","QCa_01","QCa_02","QCa_03","QCa_04","QCa_05","QCa_06","QCa_07","QCa_08","QCa_09","QCa_10","QCa_11"
469,69.95814779202,89.55215272002,"[C12H12NO3]+",218.08117,"C12H11NO3_M+H; C12H13NO4_M+H-H2O",128204.3203125,192181.1875,147632.484375,154923.0625,191202.328125,168775.578125,103296.8203125,70213.46875,122122.96875,197724.953125,105597.5546875,134669.578125,204613.46875,136294.390625,171666.140625,221685.96875,121860.3828125,201060.6875,123328.0546875,155518.421875,117493.8203125,133423.9375,85784.5703125,130848.109375,174822.6875,175138.890625,214532.3125,160302.578125,156780.875,195300.140625,86593.5078125,91484.109375,NA,NA,NA,183860.328125,179775.25,163119.46875,190651.46875,188826.3125,211372.4375,192889.71875,180197.578125,165438.5,173336.578125,148395.28125,177888.328125
470,65.43428758398,69.95814779202,"[C12H12NO3]+",218.08117,"C12H11NO3_M+H; C12H13NO4_M+H-H2O",112919.6328125,192181.1875,93721.625,142260.125,139406.5,131271.359375,92202.9921875,62369.17578125,97944.1953125,161295.703125,104434.0859375,123135.453125,198532.8125,118330.2734375,120042.2734375,158289.328125,110829.171875,173647.828125,81771.453125,149331.671875,85933.6796875,122732.578125,85784.5703125,129066.671875,155369.28125,167817.578125,173088,133262.59375,150640.40625,175197.9375,70190.09375,85283.109375,NA,NA,NA,158773.90625,148511.15625,151168.796875,145740.734375,168854.84375,159891.90625,178812.046875,126275.1171875,150464.421875,130868.2421875,148395.28125,177888.328125
471,89.55215272002,96.53049809598,"[C12H12NO3]+",218.08117,"C12H11NO3_M+H; C12H13NO4_M+H-H2O",128204.3203125,175583.671875,147632.484375,154923.0625,191202.328125,168775.578125,103296.8203125,70213.46875,122122.96875,197724.953125,105597.5546875,134669.578125,204613.46875,136294.390625,171666.140625,221685.96875,121860.3828125,201060.6875,123328.0546875,155518.421875,117493.8203125,133423.9375,80531.1484375,130848.109375,174822.6875,175138.890625,214532.3125,160302.578125,156780.875,195300.140625,86593.5078125,91484.109375,NA,NA,NA,183860.328125,179775.25,163119.46875,190651.46875,188826.3125,211372.4375,192889.71875,180197.578125,165438.5,173336.578125,133864,138787.78125
472,62.5,82.5,"[C12H12NS2]+",234.04056,"C12H8S2_M+NH4",177227.5,184912.265625,207885.25,187834.5,166039.8125,135668.421875,166676.015625,115723.71875,135754,155674.5625,191512.578125,156347.90625,154752.734375,161142.921875,161690.9375,171047.140625,119652.7421875,150308.96875,130952.3984375,124259.9140625,155140.75,166609,152487.6875,152890.375,149249,134115.59375,185782.890625,177793.453125,118169.0625,185247.875,114920.859375,144281.609375,56631.84765625,NA,NA,171303.171875,159564.203125,146791.578125,154473.28125,140014.59375,149088,147232.34375,137109.140625,122885.65625,104092.921875,159472.046875,138680.203125
474,252.5,262.5,"[C12H13Cl2NNaO2]+",296.02155,"C12H13Cl2NO2_M+Na",34519.76953125,11688.4140625,15808.87109375,14352.734375,19177.52734375,12506.6904296875,20734.091796875,NA,23754.525390625,38833.8125,20836.5390625,27382.732421875,25169.59765625,24447.38671875,36076.4296875,11584.6435546875,19208.69921875,25962.298828125,22283.240234375,17632.26953125,20126.98828125,25816.17578125,12142.59375,13079.8349609375,20230.951171875,17934.578125,20680.20703125,25364.806640625,18619.00390625,24383.4609375,NA,12853.28125,NA,NA,NA,45706.6328125,27955.87109375,27454.802734375,23375.828125,20076.095703125,18117.7421875,21998.291015625,15191.966796875,18064.0234375,19294.552734375,19718.171875,17765.7265625
475,327.5,332.5,"[C12H13Cl2NNaO2]+",296.02155,"C12H13Cl2NO2_M+Na",14678.54296875,9722.9189453125,22562.193359375,7435.08251953125,NA,8884.9970703125,10774.7431640625,9599.900390625,14977.638671875,13441.337890625,18300.298828125,18365.248046875,22961.048828125,21443.41796875,21773.5390625,25081.130859375,10050.5927734375,18498.76953125,9884.2744140625,10494.03125,11819.5615234375,12777.43359375,NA,14882.7880859375,15804.2724609375,17579.216796875,19372.71484375,28555.001953125,19291.181640625,18321.10546875,NA,8092.009765625,NA,NA,NA,NA,NA,NA,NA,10699.978515625,10170.96484375,10478.6767578125,12060.65234375,16251.1796875,16347.0439453125,8587.4677734375,7441.39208984375
477,67.5,86.25,"[C12H13N2O2]+",217.09715,"C12H12N2O2_M+H; C12H14N2O3_M+H-H2O",25871.044921875,29505.30859375,28283.228515625,35576.55078125,33301.77734375,31873.3203125,24024.154296875,23392.947265625,19881.025390625,38186.53515625,24947.857421875,29309.9296875,36814.22265625,24284.396484375,29057.29296875,43486.15234375,22845.900390625,43449.953125,22042.244140625,33729.16796875,23718.826171875,25013.400390625,27907.458984375,27079.34375,31836.947265625,39801.85546875,44412.609375,29087.94921875,38500.54296875,44399.3046875,27550.73828125,22093.142578125,NA,NA,NA,34340.5390625,34816.0234375,30322.419921875,33145.0390625,36917.55078125,43259.98046875,40473.63671875,38100.6875,35676.953125,28805.060546875,28209.537109375,31026.72265625
478,77.5,87.5,"[C12H13N2O3]+",233.09207,"C12H9NO3_M+NH4; C12H12N2O3_M+H",19099.2109375,17558.935546875,12779.4208984375,20831.25390625,16950.443359375,13683.033203125,15607.140625,13013.6669921875,12063.44921875,18270.669921875,12209.5029296875,15188.892578125,23843.9375,18359.314453125,18044.150390625,16688.630859375,22838.091796875,30789.607421875,15589.2353515625,22960.26171875,15943.970703125,20443.2109375,17805.185546875,17198.31640625,21409.16015625,19693.080078125,36892.55859375,19033.841796875,18739.220703125,19727.8359375,17847.357421875,9129.2998046875,NA,NA,NA,20096.5546875,19195.88671875,16140.32421875,19838.375,16824.7734375,25486.111328125,15915.0576171875,11965.927734375,16613.994140625,20905.44140625,18703.849609375,19946.7734375
479,82.5,97.5,"[C12H13N2O4]+",249.08698,"C12H14N2O5_M+H-H2O; C12H12N2O4_M+H",10110.4833984375,17578.083984375,13521.8193359375,13406.8388671875,14916.9990234375,14469.4775390625,8293.9736328125,11253.533203125,10081.2255859375,12715.283203125,NA,11528.9833984375,19361.46484375,13759.498046875,15235.5791015625,20813.203125,14751.2861328125,16452.6484375,13128.1591796875,12823.8515625,17327.611328125,15348.927734375,10325.90625,19393.103515625,12113.2822265625,22098.396484375,16840.376953125,17858.552734375,18296.94140625,17814.486328125,10470.6728515625,9194.478515625,NA,NA,NA,19804.8125,22490.55859375,17127.85546875,21401.90234375,21731.35546875,17273.48046875,17179.728515625,17148.751953125,15383.3994140625,12244.5029296875,13897.90625,13061.759765625
480,60,65,"[C12H13N4]+",213.11347,"C12H12N4_M+H",59350.23046875,41635.5625,65345.9140625,53508.97265625,61674.55078125,41187.03515625,78551.3203125,32565.62890625,46781.9609375,62826.0625,56013.91796875,44606.828125,39096.78515625,49378.25390625,113813.4765625,85510.984375,48036.8984375,26859.208984375,49090.3515625,68314.9609375,72951.703125,37636.23828125,81268.25,98213.15625,31016.26171875,51199.47265625,55278.1953125,81224.671875,76907.3359375,69245.9609375,48973.90625,113394.3828125,NA,NA,NA,114112.125,89095.8515625,77857.703125,86097.4453125,55880.2109375,67513.890625,65294.6171875,60325.33984375,99273.125,140773.203125,97357.46875,136545.203125
481,402.5,410,"[C12H13NNaO3]+",242.07876,"C12H13NO3_M+Na",12474.2548828125,33102.89453125,27306.6640625,30239.1484375,25580.8359375,18388.939453125,18130.171875,18227.95703125,9123.66015625,18517.751953125,31197.615234375,NA,34550.7421875,11172.7666015625,11481.564453125,41315.63671875,9869.0322265625,15302.0224609375,12755.7890625,10957.693359375,18756.92578125,31408.302734375,24895.759765625,22054.908203125,25206.37109375,19379.6171875,32308.220703125,22844.814453125,18259.015625,31418.7734375,18675.896484375,15501.4853515625,NA,237581.71875,NA,16899.513671875,17728.228515625,23509.13671875,19385.72265625,21347.484375,20919.134765625,27209.322265625,12987.85546875,18648.93359375,11358.0615234375,13952.5126953125,14293.365234375
482,127.5,147.5,"[C12H13NO3]+",219.08899,"C12H9O3_M+NH4; C12H12NO3_M+H",15223.939453125,23845.779296875,11942.560546875,14702.3154296875,14728.248046875,18771.171875,15419.4599609375,12462.1640625,16463.203125,19731.728515625,10348.314453125,14748.1455078125,21530.73046875,14710.9765625,16716.30859375,20910.1875,10419.595703125,18451.267578125,15372.2900390625,17987.216796875,14349.234375,16541.666015625,9130.9833984375,15623.5615234375,20111.138671875,19399.62109375,22136.79296875,23321.013671875,15383.51953125,24326.015625,9465.1865234375,12185.5859375,NA,NA,NA,22516.765625,20783.494140625,21595.576171875,19028.5390625,19545.01171875,20752.666015625,22502.5703125,17622.798828125,16122.787109375,15393.376953125,16200.115234375,13152.5625
483,107.5,127.5,"[C12H13NO3]+",219.08899,"C12H9O3_M+NH4; C12H12NO3_M+H",15223.939453125,23845.779296875,14534.7568359375,14702.3154296875,14728.248046875,18771.171875,15419.4599609375,12462.1640625,16463.203125,19731.728515625,10348.314453125,14748.1455078125,21530.73046875,14710.9765625,16716.30859375,20910.1875,10419.595703125,18451.267578125,15372.2900390625,17987.216796875,13048.4833984375,16541.666015625,9958.5546875,15623.5615234375,20111.138671875,19399.62109375,22136.79296875,23321.013671875,14029.4482421875,24326.015625,9465.1865234375,12185.5859375,NA,NA,NA,22516.765625,20682.205078125,21595.576171875,19028.5390625,19545.01171875,20752.666015625,22502.5703125,17622.798828125,16122.787109375,15393.376953125,16200.115234375,13152.5625
486,370,382.5,"[C12H14ClN3NaO]+",274.07176,"C12H14ClN3O_M+Na",15240.9990234375,7168.05908203125,20151.88671875,7681.27490234375,8377.3359375,11039.2109375,10776.525390625,13368.2099609375,7801.26025390625,NA,NA,NA,22425.041015625,13547.814453125,13122.814453125,7170.4345703125,8487.2939453125,28178.974609375,12656.041015625,17985.51171875,15066.68359375,17695.013671875,8599.052734375,9412.609375,14839.9638671875,NA,22668.55859375,28941.35546875,11941.3447265625,11627.2822265625,14859.033203125,NA,NA,NA,NA,27581.845703125,29375.6171875,10487.662109375,24814.900390625,26492.708984375,22561.013671875,24091.283203125,36949.3359375,12598.5732421875,36446.8046875,32751.689453125,34934.28515625
489,330,340,"[C12H14NO2S]+",236.07397,"C12H10O2S_M+NH4; C12H15NO3S_M+H-H2O; C12H13NO2S_M+H",24959.916015625,14329.171875,26630.294921875,15849.4306640625,14087.23828125,13403.4013671875,12294.23046875,16338.4296875,19635.28125,30807.341796875,14336.6728515625,20749.87109375,19295.11328125,26617.63671875,27362.125,31693.78125,16174.72265625,19957.4765625,12390.69140625,13097.482421875,29749.75390625,23116.76953125,9452.7470703125,16297.0205078125,31874.876953125,20396.861328125,20923.84765625,32071.27734375,17271.35546875,23922.94140625,13151.2001953125,13599.64453125,NA,NA,NA,9841.984375,14233.1962890625,13321.5966796875,12140.7431640625,15039.5439453125,13394.7783203125,15953.0634765625,17799.4921875,19548.791015625,15078.9267578125,15495.6611328125,17839.00390625
490,110,127.5,"[C12H14NO3]+",220.09682,"C12H10O3_M+NH4; C12H13NO3_M+H; C12H15NO4_M+H-H2O",12104.8349609375,11226.6923828125,11796.6806640625,11847.7001953125,12984.45703125,9298.99609375,9912.2666015625,6118.8017578125,9699.4091796875,13822.0888671875,8449.70703125,10505.453125,12191.2802734375,8704.765625,12447.345703125,12411.6376953125,10953.1826171875,14987.9296875,9730.9453125,9020.037109375,7329.2783203125,8758.3271484375,9816.3505859375,11375.0830078125,12800.904296875,9863.0634765625,10208.505859375,10888.3359375,9045.734375,13655.1279296875,10347.3955078125,7916.021484375,7900.38232421875,NA,NA,16222.3388671875,13269.9755859375,14483.2109375,13552.01953125,12563.6162109375,9803.564453125,12578.7890625,10458.166015625,13109.974609375,11016.947265625,11343.419921875,11603.23828125
