TCGA.BH.A1FM.11B.23R.A13Q.07	TCGA.E2.A1LB.11A.22R.A144.07	TCGA.BH.A208.11A.51R.A157.07	TCGA.BH.A18K.11A.13R.A12D.07	TCGA.E9.A1RC.11A.33R.A157.07	TCGA.E9.A1NG.11A.52R.A14M.07	TCGA.A7.A0DC.11A.41R.A089.07	TCGA.BH.A18J.11A.31R.A12D.07	TCGA.BH.A18P.11A.43R.A12D.07	TCGA.E9.A1NF.11A.73R.A14D.07	TCGA.BH.A18S.11A.43R.A12D.07	TCGA.A7.A0D9.11A.53R.A089.07	TCGA.BH.A0DG.11A.43R.A12P.07	TCGA.BH.A18L.11A.42R.A12D.07	TCGA.BH.A0HA.11A.31R.A12P.07	TCGA.BH.A18R.11A.42R.A12D.07	TCGA.E2.A158.11A.22R.A12D.07	TCGA.BH.A0BQ.11A.33R.A115.07	TCGA.BH.A0DH.11A.31R.A089.07	TCGA.BH.A1F2.11A.32R.A13Q.07	TCGA.B6.A0WY.01A.11R.A109.07	TCGA.AN.A0G0.01A.11R.A034.07	TCGA.E2.A1IL.01A.11R.A14D.07	TCGA.BH.A0HX.01A.21R.A056.07	TCGA.A7.A26G.01A.21R.A169.07	TCGA.AR.A24X.01A.11R.A169.07	TCGA.A8.A076.01A.21R.A00Z.07	TCGA.B6.A0RS.01A.11R.A084.07	TCGA.C8.A1HE.01A.11R.A13Q.07	TCGA.A8.A09V.01A.11R.A034.07	TCGA.C8.A27B.01A.11R.A169.07	TCGA.B6.A0IM.01A.11R.A034.07	TCGA.AR.A1AW.01A.21R.A12P.07	TCGA.BH.A1EX.01A.11R.A13Q.07	TCGA.D8.A1XG.01A.11R.A14D.07	TCGA.AO.A12A.01A.21R.A115.07	TCGA.AR.A0TR.01A.11R.A084.07	TCGA.A8.A07E.01A.11R.A034.07	TCGA.A2.A0CT.01A.31R.A056.07	TCGA.BH.A18U.01A.21R.A12D.07
2	10.5317319649403	9.73293789900812	9.79580360766012	10.8686694139915	10.8883319202166	10.6236864287071	10.557416899432	10.0358491415854	10.3292466768338	10.5991325602551	10.3470615102748	11.4515792293047	9.97136023538964	10.2776433829422	9.95193210205888	9.74602773749453	10.5055221165661	10.7613898400727	11.2710949942008	10.6538162345602	12.2781889650295	8.60513281051605	8.7357714407688	9.49043030039455	9.8833819293396	8.09583846883528	8.2677369194917	9.05308811591431	8.60486606107154	7.93825956901486	8.10941023107908	8.29724916805409	9.42574918422969	9.6634528750692	9.54453824835872	9.99332870790244	6.5393731139346	10.5084613380157	8.52915584929408	8.44709062074828
8647	-3.32667879991246	-3.45751451751102	-2.52611547858277	-3.58493354871628	-0.129155917241735	-1.26558319002383	-2.19473597694122	-0.162405334838358	-2.68729828285836	-0.913076843298398	-2.88717592991671	1.24557075909575	-3.67137841135791	-3.52998491073926	-2.75322537018528	-2.01784891100451	-1.30378625888723	-2.31508884802494	-1.96188903367615	-0.586881934643013	-4.86542400273612	-4.43922977160174	-2.88328012723861	-4.50502464783171	-3.82405917876634	-3.92461002129561	-1.54314250608816	-5.96461954012376	-4.99556357344295	-1.97787484452727	-3.8560707344304	-2.66460849448071	-3.24285201623846	-2.99988362501189	-2.67482469836702	-4.18155759247042	5.27855096978169	-5.20545445256239	-4.76439302227726	-5.47879131410097
5244	-0.360082831877462	-1.13930859562907	-0.736849053598262	-1.25779729977214	0.768700895711581	0.57588222428871	0.0670614401787547	-0.00358737295857248	0.170211769509944	0.139617602477951	-0.105242621109803	2.50819972660115	-0.859176263697888	-0.22430481191379	-1.63735322587066	0.524624709093154	0.902509796371293	-0.196429748168062	0.024975595818495	0.574564054023615	-0.183037504109628	-1.04826160171119	0.741889636837544	0.964667548842429	0.908882721309203	-0.323088454169583	1.46654414939695	-0.980668488342469	-0.244016954658005	0.287145982661345	-1.11866754920907	1.1407286054712	1.7258575372507	0.770169993216619	-0.884173735746279	0.100518951929663	1.2913093419498	2.38212326025042	4.45568234818404	-0.0428763175631736
1244	2.28769608857822	1.72462464390136	1.02173559760148	1.46797940150435	2.17011133050656	0.890208606257338	1.58513081318206	1.6964669767503	-0.193459437684144	3.01211545901965	0.752143383399724	3.78309486534929	0.320479349564559	0.865551374617458	1.26967900541753	0.754644783043233	1.73353253551383	0.728823326897107	1.09727317505825	0.847917419122997	-1.55415757110389	1.21335034984703	0.401881394427096	0.897977002755663	-0.354818152063914	-0.750677958488896	0.220609479326571	-1.35066205112805	0.0259057053581614	0.979074933727105	0.956017002790119	1.3445043263306	1.87661464505098	0.202961012391537	0.578062663889151	0.295170841288239	-1.44506359292778	-0.721301195752389	-0.897934671096348	1.33301436950978
6833	-0.10825592459335	0.692369481190639	0.211642811787043	1.9964556531142	-2.92718800749186	-2.06402891118126	-1.28589084708064	0.162028877314777	-1.05246928553995	-4.05186011029212	0.411488279999084	-3.73829601689677	1.17981463319706	-0.182972691225078	-0.110638335001069	-0.56860597202192	-0.839170784063748	1.37662344097817	-0.939041588462366	-0.559182340857752	1.80903631596639	-6.53757659004899	1.80853119391286	-1.57765486486635	-4.75715746795573	1.57915434199967	-0.31458537015841	-3.28196653829186	1.22431598212028	1.19069622823134	-5.29403273679425	-1.78936317695763	0.0508845902299351	-3.49213464671047	2.09593149709702	0.371943962741128	-2.20326581923063	-2.26423480632935	0.0869240609438608	1.02756031783473
51099	5.45740288581329	5.06769360700691	4.97515578017233	5.45403707665034	6.30687615043851	5.6817535421353	5.12256400761327	5.64643251074762	5.9156900481164	5.81798818036638	5.2928679312156	6.02786596581787	5.01728927673811	5.51824469353169	4.97006189600963	5.55033720073413	5.75801192823712	5.02867149544052	4.47308155861758	6.28112650352881	4.62195564745212	3.84047192819686	4.52345660246502	4.76072078092909	5.37878856897433	5.23276520843562	5.06292795190242	4.76270710554024	5.18381304347579	4.28614568072796	5.19090491342678	4.91778431948538	4.33759032876663	4.78808062383084	4.17515186772376	4.88984229017566	4.58123507674779	4.83397348165752	5.5440335762982	5.39935333959964
10152	6.58995022015875	6.57929035906304	6.70524810570674	6.60760927299042	4.91595348368478	5.55093207214975	5.83552969330723	6.25823977484007	6.04727408003502	5.0956824060635	6.06640549633957	4.76338741699088	6.9300435869181	5.96628842896738	6.95275005443977	6.37467016336275	5.69462735147999	6.76382445834603	6.01191736561731	6.18015618207232	6.08365016653929	5.7279955474205	5.64198843162505	5.49785481887729	5.99666202394325	6.15518334556817	5.83866014170331	5.53174573231721	6.14823083474946	6.59513329666856	5.41945612962466	6.32097453505083	5.93454584049224	5.59501263330159	6.24633444765437	6.03858578391469	6.08342205990107	5.86627481458478	5.55015682344353	6.07909007401879
25	7.09183946179741	6.90241965177021	7.23738329440537	6.9947043353593	7.0899338806832	7.53747661969338	6.91363137949398	7.05315659785333	6.73716596771759	7.93242159681768	6.84615440557206	7.32197231915044	6.64567400146862	7.29607500283183	6.75349023706678	6.98530061441092	7.57643535354567	7.08536320197802	6.19131856724678	7.0703234527468	7.17139794372678	6.45832273060974	7.18124390015928	6.3425075579771	6.74584359471321	7.11833941241331	6.8994525854271	7.7261412078031	6.46704757789387	6.73886000349449	5.65673744647643	7.05459762621472	6.54578039355408	6.379319081845	6.49164787806102	6.76434305326513	6.86365770140142	7.34928494661614	5.71055586002402	6.06268389461312
27	5.98561947370066	4.92438893823024	5.68909989096502	5.24176031912917	5.13336428542998	6.22412136735278	5.64639486780998	5.71388814914077	5.06620255213186	6.10455455959014	5.98849337863675	5.68915251237356	5.42079599758752	5.64319291005881	5.29530789112941	5.47359708751843	5.37470492760223	5.8388389244403	4.42807559004618	5.38065777676596	4.72757780216253	5.83430847678805	6.07815546728834	5.58478975706863	6.72033726545968	6.2274929516753	5.58354986412319	6.01139953243834	5.80817502099202	6.73426123947871	5.79820145467682	5.48799156956235	5.98068568214598	5.88788480687684	6.17026749142805	5.6854836021551	6.17232155943593	6.08399484724015	5.33459844456224	5.34692833197448
3983	9.24683061482076	8.25805136514325	8.6332468401777	8.63747715427221	9.28374376622452	9.3277739427533	8.98377044739333	8.81449554316051	8.49299850861702	9.81021061218461	8.43104707191214	9.67828276700626	8.71333513642396	8.82164616423374	8.65652764466469	8.93821142186836	8.85514997592237	8.58021054040923	8.71671471939867	9.12257549905766	7.50075513862631	7.99963974201621	7.91017207205489	5.78969781146584	7.99383476889164	8.09252662184508	7.19365879486212	7.49279953262697	7.78858554557821	7.33422833214554	7.19153718578649	7.56051753103254	7.88066217411262	7.48316812722699	7.61279541682864	8.09377200102617	7.04636901529451	7.91803477245329	4.12484152938708	7.87040256313659
